target,z
0.8551804609,0.1
0.8561709848,0.1009009009
0.857163809,0.1018018018
0.8581589188,0.1027027027
0.8591562999,0.1036036036
0.8601559383,0.1045045045
0.8611578199,0.1054054054
0.862161931,0.1063063063
0.863168258,0.1072072072
0.8641767874,0.1081081081
0.8651875059,0.109009009
0.8662004005,0.1099099099
0.867215458,0.1108108108
0.8682326656,0.1117117117
0.8692520108,0.1126126126
0.870273481,0.1135135135
0.8712970637,0.1144144144
0.8723227468,0.1153153153
0.8733505181,0.1162162162
0.8743803657,0.1171171171
0.8754122778,0.118018018
0.8764462426,0.1189189189
0.8774822487,0.1198198198
0.8785202845,0.1207207207
0.8795603387,0.1216216216
0.8806024003,0.1225225225
0.8816464581,0.1234234234
0.8826925012,0.1243243243
0.8837405188,0.1252252252
0.8847905002,0.1261261261
0.8858424347,0.127027027
0.8868963121,0.1279279279
0.8879521218,0.1288288288
0.8890098536,0.1297297297
0.8900694975,0.1306306306
0.8911310433,0.1315315315
0.8921944811,0.1324324324
0.8932598012,0.1333333333
0.8943269938,0.1342342342
0.8953960493,0.1351351351
0.8964669582,0.136036036
0.8975397109,0.1369369369
0.8986142984,0.1378378378
0.8996907111,0.1387387387
0.9007689402,0.1396396396
0.9018489764,0.1405405405
0.9029308109,0.1414414414
0.9040144347,0.1423423423
0.9050998391,0.1432432432
0.9061870155,0.1441441441
0.9072759551,0.145045045
0.9083666494,0.1459459459
0.9094590901,0.1468468468
0.9105532687,0.1477477477
0.911649177,0.1486486486
0.9127468068,0.1495495495
0.9138461499,0.1504504505
0.9149471983,0.1513513514
0.916049944,0.1522522523
0.9171543792,0.1531531532
0.9182604959,0.1540540541
0.9193682865,0.154954955
0.9204777433,0.1558558559
0.9215888586,0.1567567568
0.922701625,0.1576576577
0.9238160349,0.1585585586
0.9249320809,0.1594594595
0.9260497558,0.1603603604
0.9271690522,0.1612612613
0.9282899629,0.1621621622
0.9294124808,0.1630630631
0.9305365988,0.163963964
0.9316623098,0.1648648649
0.9327896071,0.1657657658
0.9339184835,0.1666666667
0.9350489323,0.1675675676
0.9361809468,0.1684684685
0.9373145201,0.1693693694
0.9384496457,0.1702702703
0.939586317,0.1711711712
0.9407245273,0.1720720721
0.9418642702,0.172972973
0.9430055392,0.1738738739
0.944148328,0.1747747748
0.9452926302,0.1756756757
0.9464384396,0.1765765766
0.9475857499,0.1774774775
0.9487345549,0.1783783784
0.9498848486,0.1792792793
0.9510366247,0.1801801802
0.9521898774,0.1810810811
0.9533446006,0.181981982
0.9545007883,0.1828828829
0.9556584348,0.1837837838
0.956817534,0.1846846847
0.9579780804,0.1855855856
0.9591400681,0.1864864865
0.9603034913,0.1873873874
0.9614683445,0.1882882883
0.9626346221,0.1891891892
0.9638023183,0.1900900901
0.9649714278,0.190990991
0.9661419451,0.1918918919
0.9673138646,0.1927927928
0.9684871809,0.1936936937
0.9696618888,0.1945945946
0.9708379829,0.1954954955
0.9720154579,0.1963963964
0.9731943085,0.1972972973
0.9743745295,0.1981981982
0.9755561158,0.1990990991
0.9767390623,0.2
0.9779233637,0.2009009009
0.9791090152,0.2018018018
0.9802960116,0.2027027027
0.9814843479,0.2036036036
0.9826740193,0.2045045045
0.9838650208,0.2054054054
0.9850573475,0.2063063063
0.9862509945,0.2072072072
0.9874459571,0.2081081081
0.9886422304,0.209009009
0.9898398098,0.2099099099
0.9910386905,0.2108108108
0.9922388678,0.2117117117
0.993440337,0.2126126126
0.9946430936,0.2135135135
0.995847133,0.2144144144
0.9970524505,0.2153153153
0.9982590418,0.2162162162
0.9994669022,0.2171171171
1.0006760273,0.218018018
1.0018864126,0.2189189189
1.0030980539,0.2198198198
1.0043109466,0.2207207207
1.0055250864,0.2216216216
1.006740469,0.2225225225
1.0079570902,0.2234234234
1.0091749455,0.2243243243
1.0103940309,0.2252252252
1.011614342,0.2261261261
1.0128358748,0.227027027
1.0140586249,0.2279279279
1.0152825883,0.2288288288
1.016507761,0.2297297297
1.0177341387,0.2306306306
1.0189617174,0.2315315315
1.0201904932,0.2324324324
1.0214204619,0.2333333333
1.0226516197,0.2342342342
1.0238839625,0.2351351351
1.0251174864,0.236036036
1.0263521874,0.2369369369
1.0275880618,0.2378378378
1.0288251056,0.2387387387
1.030063315,0.2396396396
1.0313026862,0.2405405405
1.0325432153,0.2414414414
1.0337848986,0.2423423423
1.0350277323,0.2432432432
