target,r,dotr,Phi,dotPhi
-0.9281321031692112,0.2154434690031884,0.043088693800637665,0.0,10.0
-0.9260145710142231,0.2155729617016757,0.0431534693397403,0.030016502989475963,9.99099099099099
-0.9205709458827459,0.2157026491553236,0.04321840082353956,0.06000595189784379,9.981981981981981
-0.9118337777925908,0.21583253183320975,0.043283488768719555,0.08996834672510348,9.972972972972974
-0.8998472879940604,0.21596261020596672,0.04334873369414521,0.11990368747125504,9.963963963963964
-0.8846671221825562,0.21609288474578844,0.043414136120873324,0.14981197413629846,9.954954954954955
-0.8663600646072522,0.21622335592643693,0.04347969657216394,0.17969320672023373,9.945945945945946
-0.8450037145457543,0.21635402422324887,0.043545415573491605,0.20954738522306088,9.936936936936936
-0.820686126733853,0.21648489011314223,0.04361129365255677,0.2393745096447799,9.927927927927929
-0.7935054174510657,0.21661595407462317,0.0436773313392973,0.2691745799853908,9.91891891891892
-0.7635693380664192,0.21674721658779247,0.04374352916589992,0.29894759624489353,9.90990990990991
-0.7309948179445027,0.21687867813435252,0.043809887666811875,0.3286935584232881,9.9009009009009
-0.6959074786990942,0.21701033919761412,0.04387640737875257,0.3584124665205746,9.891891891891891
-0.6584411218603661,0.21714220026250314,0.04394308884072532,0.388104320536753,9.882882882882884
-0.6187371920916949,0.21727426181556767,0.0440099325940292,0.41776912047182313,9.873873873873874
-0.5769442181533095,0.21740652434498467,0.044076939182270854,0.4474068663257852,9.864864864864865
-0.533217233862319,0.2175389883405671,0.04414410915137649,0.47701755809863916,9.855855855855856
-0.4877171813420321,0.21767165429377078,0.044211443049603935,0.506601195790385,9.846846846846846
-0.4406102988878837,0.21780452269770148,0.04427894142755468,0.5361577794010227,9.837837837837839
-0.3920674958027584,0.21793759404712204,0.044346604838186136,0.5656873089305522,9.82882882882883
-0.3422637165710689,0.21807086883845928,0.04441443383682381,0.5951897843789736,9.81981981981982
-0.2913772967487364,0.2182043475698113,0.04448242898117365,0.6246652057462868,9.81081081081081
-0.23958931294528557,0.21833803074095456,0.04455059083133447,0.654113573032492,9.801801801801801
-0.18708292926481798,0.21847191885335107,0.04461891994981042,0.683534886237589,9.792792792792794
-0.1340427425547774,0.21860601241015576,0.044687416901523544,0.7129291453615778,9.783783783783784
-0.08065412878541903,0.2187403119162236,0.044756082253826386,0.7422963504044585,9.774774774774775
-0.027102592848931052,0.218874817878117,0.044824916576514724,0.7716365013662312,9.765765765765765
0.02642687597448927,0.21900953080411314,0.04489392044184036,0.8009495982468956,9.756756756756756
0.07975044068537743,0.2191444512042114,0.04496309442452395,0.8302356410464518,9.747747747747749
0.1326860432265185,0.21927957959014077,0.045032439101768025,0.8594946297649,9.73873873873874
0.1850540190581903,0.21941491647536734,0.04510195505326994,0.88872656440224,9.72972972972973
0.23667769763754942,0.21955046237510176,0.04517164286123501,0.917931444958472,9.72072072072072
0.2873839868681298,0.21968621780630682,0.04524150311038971,0.9471092714335958,9.711711711711711
0.33700393966675307,0.21982218328770503,0.04531153638799489,0.9762600438276113,9.702702702702704
0.3853733008817951,0.2199583593397864,0.045381743283859265,1.005383762140519,9.693693693693694
0.432333032888389,0.22009474648481586,0.045452124390352656,1.0344804263723184,9.684684684684685
0.47772981828232236,0.22023134524684107,0.045522680302419655,1.0635500365230095,9.675675675675675
0.5214165381946868,0.2203681561517003,0.04559341161759316,1.0925925925925926,9.666666666666666
0.5632527248533672,0.22050517972702996,0.04566431893600806,1.1216080945810676,9.657657657657658
0.6031049871247625,0.22064241650227281,0.045735402860415074,1.1505965424884343,9.64864864864865
0.6408474078792774,0.2207798670086854,0.045806663996194534,1.179557936314693,9.63963963963964
0.67636191213669,0.22091753177934637,0.04587810295137033,1.2084922760598436,9.63063063063063
0.70953860506204,0.22105541134916412,0.04594972033662399,1.237399561723886,9.621621621621621
0.7402760789987619,0.221193506254885,0.04602151676530877,1.2662797933068204,9.612612612612612
0.7684816888429746,0.22133181703510127,0.046093492853463855,1.2951329708086465,9.603603603603604
0.7940717951807028,0.22147034423025927,0.04616564921982868,1.3239590942293644,9.594594594594595
