eos,target,z
-0.99,0.007056563181495558,0.1
-0.99,0.008411906740980338,0.1191919191919192
-0.99,0.00976756190463204,0.1383838383838384
-0.99,0.01112351832975933,0.1575757575757576
-0.99,0.012479766181427581,0.17676767676767677
-0.99,0.013836296099718369,0.19595959595959594
-0.99,0.01519309916958769,0.21515151515151515
-0.99,0.016550166893079376,0.23434343434343433
-0.99,0.017907491163676164,0.2535353535353535
-0.99,0.0192650642425938,0.2727272727272727
-0.99,0.020622878736844298,0.2919191919191919
-0.99,0.02198092757891201,0.3111111111111111
-0.99,0.02333920400790235,0.3303030303030303
-0.99,0.02469770155203679,0.3494949494949495
-0.99,0.026056414012380333,0.3686868686868686
-0.99,0.027415335447698898,0.3878787878787878
-0.99,0.028774460160353312,0.407070707070707
-0.99,0.030133782683146426,0.42626262626262623
-0.99,0.03149329776704657,0.44545454545454544
-0.99,0.03285300036971839,0.46464646464646464
-0.99,0.03421288564479826,0.48383838383838385
-0.99,0.03557294893185663,0.503030303030303
-0.99,0.03693318574699552,0.5222222222222221
-0.99,0.03829359177403345,0.5414141414141413
-0.99,0.03965416285623382,0.5606060606060606
-0.99,0.04101489498853779,0.5797979797979798
-0.99,0.04237578431026464,0.598989898989899
-0.99,0.04373682709824618,0.6181818181818182
-0.99,0.04509801976036492,0.6373737373737373
-0.99,0.046459358829467695,0.6565656565656565
-0.99,0.04782084095762869,0.6757575757575757
-0.99,0.04918246291073821,0.6949494949494949
-0.99,0.05054422156339539,0.7141414141414141
-0.99,0.051906113894084095,0.7333333333333333
-0.99,0.05326813698061396,0.7525252525252525
-0.99,0.054630287995808886,0.7717171717171717
-0.99,0.055992564203427,0.7909090909090909
-0.99,0.05735496295429766,0.81010101010101
-0.99,0.05871748168266144,0.8292929292929292
-0.99,0.06008011790270066,0.8484848484848484
-0.99,0.06144286920524842,0.8676767676767676
-0.99,0.0628057332546655,0.8868686868686868
-0.99,0.064168707785875,0.906060606060606
-0.99,0.06553179060154465,0.9252525252525252
-0.99,0.06689497956940879,0.9444444444444443
-0.99,0.06825827261972163,0.9636363636363635
-0.99,0.06962166774283345,0.9828282828282827
-0.99,0.07098516298688373,1.002020202020202
-0.99,0.07234875645560385,1.0212121212121212
-0.99,0.07371244630622316,1.0404040404040404
-0.99,0.07507623074747295,1.0595959595959596
-0.99,0.07644010803768275,1.0787878787878789
-0.99,0.07780407648296365,1.097979797979798
-0.99,0.0791681344354743,1.1171717171717173
-0.99,0.08053228029176483,1.1363636363636365
-0.99,0.08189651249119462,1.1555555555555557
-0.99,0.08326082951441995,1.1747474747474747
-0.99,0.08462522988194807,1.1939393939393939
-0.99,0.08598971215275375,1.213131313131313
-0.99,0.0873542749229557,1.2323232323232323
-0.99,0.08871891682454923,1.2515151515151515
-0.99,0.09008363652419275,1.2707070707070707
-0.99,0.09144843272204502,1.2898989898989899
-0.99,0.09281330415065087,1.309090909090909
-0.99,0.0941782495738728,1.3282828282828283
-0.99,0.09554326778586654,1.3474747474747475
-0.99,0.09690835761009789,1.3666666666666667
-0.99,0.09827351789839936,1.385858585858586
-0.99,0.09963874753006444,1.405050505050505
-0.99,0.1010040454109777,1.4242424242424243
-0.99,0.10236941047277914,1.4434343434343435
-0.99,0.10373484167206119,1.4626262626262627
-0.99,0.10510033798959664,1.481818181818182
-0.99,0.10646589842959632,1.501010101010101
-0.99,0.10783152201899517,1.52020202020202
-0.99,0.10919720780676499,1.5393939393939393
-0.99,0.1105629548632534,1.5585858585858585
-0.99,0.11192876227954708,1.5777777777777777
-0.99,0.11329462916685877,1.596969696969697
-0.99,0.11466055465593666,1.6161616161616161
-0.99,0.11602653789649543,1.6353535353535353
-0.99,0.11739257805666765,1.6545454545454545
-0.99,0.11875867432247508,1.6737373737373737
-0.99,0.12012482589731882,1.692929292929293
-0.99,0.12149103200148732,1.7121212121212122
-0.99,0.12285729187168191,1.7313131313131314
-0.99,0.1242236047605588,1.7505050505050506
-0.99,0.1255899699362869,1.7696969696969698
-0.99,0.1269563866821209,1.7888888888888888
-0.99,0.12832285429598903,1.808080808080808
-0.99,0.1296893720900947,1.8272727272727272
-0.99,0.1310559393905317,1.8464646464646464
-0.99,0.13242255553691212,1.8656565656565656
-0.99,0.13378921988200673,1.8848484848484848
-0.99,0.1351559317913974,1.904040404040404
-0.99,0.1365226906431407,1.9232323232323232
