target,t
-0.9281321031692112,0.0
-0.9260145710142231,0.003003003003003003
-0.9205709458827459,0.006006006006006006
-0.9118337777925908,0.009009009009009009
-0.8998472879940604,0.012012012012012012
-0.8846671221825562,0.015015015015015015
-0.8663600646072522,0.018018018018018018
-0.8450037145457543,0.02102102102102102
-0.820686126733853,0.024024024024024024
-0.7935054174510657,0.02702702702702703
-0.7635693380664192,0.03003003003003003
-0.7309948179445027,0.03303303303303303
-0.6959074786990942,0.036036036036036036
-0.6584411218603661,0.03903903903903904
-0.6187371920916949,0.04204204204204204
-0.5769442181533095,0.04504504504504504
-0.533217233862319,0.04804804804804805
-0.4877171813420321,0.05105105105105105
-0.4406102988878837,0.05405405405405406
-0.3920674958027584,0.057057057057057055
-0.3422637165710689,0.06006006006006006
-0.2913772967487364,0.06306306306306306
-0.23958931294528557,0.06606606606606606
-0.18708292926481798,0.06906906906906907
-0.1340427425547774,0.07207207207207207
-0.08065412878541903,0.07507507507507508
-0.027102592848931052,0.07807807807807808
0.02642687597448927,0.08108108108108109
0.07975044068537743,0.08408408408408408
0.1326860432265185,0.08708708708708708
0.1850540190581903,0.09009009009009009
0.23667769763754942,0.09309309309309309
0.2873839868681298,0.0960960960960961
0.33700393966675307,0.0990990990990991
0.3853733008817951,0.1021021021021021
0.432333032888389,0.10510510510510511
0.47772981828232236,0.10810810810810811
0.5214165381946868,0.1111111111111111
0.5632527248533672,0.11411411411411411
0.6031049871247625,0.11711711711711711
0.6408474078792774,0.12012012012012012
0.67636191213669,0.12312312312312312
0.70953860506204,0.12612612612612611
0.7402760789987619,0.12912912912912913
0.7684816888429746,0.13213213213213212
0.7940717951807028,0.13513513513513514
0.8169719747279237,0.13813813813813813
0.8371171977312856,0.14114114114114115
0.8544519721047286,0.14414414414414414
0.8689304541936507,0.14714714714714713
0.8805165261733054,0.15015015015015015
0.8891838402014383,0.15315315315315314
0.894915829556373,0.15615615615615616
0.897705687100526,0.15915915915915915
0.8975563115152941,0.16216216216216217
0.8944802218561384,0.16516516516516516
0.8884994410761373,0.16816816816816815
0.8796453492620654,0.17117117117117117
0.8679585074188483,0.17417417417417416
0.8534884527258572,0.17717717717717718
0.8362934662716711,0.18018018018018017
0.8164403143524391,0.1831831831831832
0.7940039644926802,0.18618618618618618
0.7690672774160086,0.1891891891891892
0.7417206762568167,0.1921921921921922
0.712061794362162,0.19519519519519518
0.6801951030859695,0.1981981981981982
0.6462315210250127,0.2012012012012012
0.6102880061879453,0.2042042042042042
0.5724871326249102,0.2072072072072072
0.5329566530757998,0.21021021021021022
0.4918290492202587,0.2132132132132132
0.4492410711318462,0.21621621621621623
0.4053332675525293,0.21921921921921922
0.360249508611923,0.2222222222222222
0.3141365026184158,0.22522522522522523
0.26714330854669555,0.22822822822822822
0.21942084583824395,0.23123123123123124
0.17112140311827648,0.23423423423423423
0.12239814741443494,0.23723723723723725
0.0734046354395171,0.24024024024024024
0.024294328472727264,0.24324324324324323
-0.02477988765840444,0.24624624624624625
-0.07366617603003091,0.24924924924924924
-0.122214214083421,0.25225225225225223
-0.1702756497162161,0.2552552552552553
-0.217704546672584,0.25825825825825827
-0.2643578179535173,0.26126126126126126
-0.31009564602407425,0.26426426426426425
-0.35478188865293275,0.26726726726726724
-0.3982844692810402,0.2702702702702703
-0.4404757508801749,0.2732732732732733
-0.48123289232854394,0.27627627627627627
-0.5204381863989794,0.27927927927927926
-0.5579793785255185,0.2822822822822823
-0.5937499655859536,0.2852852852852853
-0.6276494740110689,0.2882882882882883
-0.6595837166053857,0.2912912912912913
-0.6894650275392585,0.29429429429429427
-0.717212475047583,0.2972972972972973
-0.7427520514462157,0.3003003003003003
-0.766016840152988,0.3033033033033033
-0.7869471594758476,0.3063063063063063
-0.8054906830058371,0.30930930930930933
-0.8216025365271558,0.3123123123123123
-0.835245371430175,0.3153153153153153
-0.8463894146858145,0.3183183183183183
-0.8550124955108882,0.3213213213213213
-0.8611000489237397,0.32432432432432434
-0.8646450964574504,0.32732732732732733
-0.8656482043640141,0.3303303303303303
