r,target,x
0.1,8.264462809917354,1.0
0.1019019019019019,8.082241904465379,1.0
0.10380380380380382,7.906840154432135,1.0
0.10570570570570571,7.737888523004248,1.0
0.10760760760760761,7.575044071480487,1.0
0.10950950950950951,7.417987692900869,1.0
0.11141141141141142,7.2664220778117246,1.0
0.11331331331331332,7.120069884892825,1.0
0.11521521521521522,6.978672092774349,1.0
0.11711711711711711,6.841986512446972,1.0
0.11901901901901903,6.709786442301211,1.0
0.12092092092092092,6.581859450092753,1.0
0.12282282282282284,6.458006268075561,1.0
0.12472472472472473,6.338039789223134,1.0
0.12662662662662663,6.221784153909632,1.0
0.12852852852852853,6.1090739176807825,1.0
0.13043043043043043,5.999753291837557,1.0
0.13233233233233233,5.8936754495073105,1.0
0.13423423423423425,5.790701890707264,1.0
0.13613613613613615,5.690701860631306,1.0
0.13803803803803805,5.59355181602682,1.0
0.13993993993993994,5.499134935086481,1.0
0.14184184184184184,5.407340666770684,1.0
0.14374374374374374,5.318064315908574,1.0
0.14564564564564564,5.231206660807195,1.0
0.14754754754754756,5.146673600435552,1.0
0.14944944944944946,5.064375828548916,1.0
0.15135135135135136,4.98422853238366,1.0
0.15325325325325326,4.906151113788163,1.0
0.15515515515515516,4.830066930864558,1.0
0.15705705705705705,4.755903058382712,1.0
0.15895895895895895,4.6835900653941955,1.0
0.16086086086086088,4.613061808622689,1.0
0.16276276276276275,4.5442552403404,1.0
0.16466466466466467,4.477110229559257,1.0
0.16656656656656657,4.411569395472669,1.0
0.16846846846846847,4.347577952179716,1.0
0.17037037037037037,4.285083563810148,1.0
0.17227227227227226,4.224036209246368,1.0
0.1741741741741742,4.164388055708868,1.0
0.17607607607607606,4.106093340534922,1.0
0.17797797797797799,4.049108260537621,1.0
0.17987987987987988,3.993390868384283,1.0
0.18178178178178178,3.938900975480051,1.0
0.18368368368368368,3.8856000608852597,1.0
0.18558558558558558,3.8334511858336984,1.0
0.1874874874874875,3.7824189134540185,1.0
0.18938938938938937,3.7324692333285907,1.0
0.1912912912912913,3.6835694905530536,1.0
0.1931931931931932,3.635688318986472,1.0
0.1950950950950951,3.588795578406084,1.0
0.196996996996997,3.5428622953027835,1.0
0.1988988988988989,3.4978606070736107,1.0
0.20080080080080082,3.4537637093860725,1.0
0.2027027027027027,3.410545806505913,1.0
0.2046046046046046,3.368182064395524,1.0
0.2065065065065065,3.326648566404396,1.0
0.2084084084084084,3.285922271385979,1.0
0.2103103103103103,3.24598097408738,1.0
0.2122122122122122,3.206803267669307,1.0
0.21411411411411413,3.168368508223782,1.0
0.216016016016016,3.13065678116651,1.0
0.21791791791791792,3.093648869389367,1.0
0.21981981981981982,3.057326223066407,1.0
0.22172172172172172,3.021670931014091,1.0
0.22362362362362362,2.9866656935132174,1.0
0.22552552552552552,2.9522937965062477,1.0
0.22742742742742741,2.918539087089531,1.0
0.22932932932932934,2.885385950225233,1.0
0.23123123123123124,2.852819286602749,1.0
0.23313313313313314,2.820824491583961,1.0
0.23503503503503503,2.7893874351709385,1.0
0.23693693693693693,2.7584944429386176,1.0
0.23883883883883883,2.7281322778787014,1.0
0.24074074074074073,2.6982881231043407,1.0
0.24264264264264265,2.66894956536841,1.0
0.24454454454454455,2.640104579351044,1.0
0.24644644644644645,2.611741512674903,1.0
0.24834834834834835,2.5838490716091416,1.0
0.2502502502502503,2.5564163074254442,1.0
0.25215215215215214,2.529432603371687,1.0
0.254054054054054,2.5028876622308807,1.0
0.255955955955956,2.476771494434917,1.0
0.25785785785785786,2.45107440670451,1.0
0.25975975975975973,2.4257869911883256,1.0
0.26166166166166166,2.4009001150759244,1.0
0.2635635635635636,2.3764049106605696,1.0
0.26546546546546546,2.352292765829346,1.0
0.2673673673673673,2.328555314959298,1.0
0.2692692692692693,2.305184430199521,1.0
0.2711711711711712,2.282172213120263,1.0
0.27307307307307305,2.2595109867111147,1.0
0.274974974974975,2.2371932877114116,1.0
0.2768768768768769,2.2152118592568684,1.0
0.27877877877877877,2.1935596438273244,1.0
0.28068068068068064,2.172229776481338,1.0
0.2825825825825826,2.1512155783640967,1.0
0.2844844844844845,2.130510550475878,1.0
0.28638638638638636,2.1101083676888956,1.0
0.2882882882882883,2.090002873001125,1.0
0.2901901901901902,2.0701880720161845,1.0
0.2920920920920921,2.050658127638987,1.0
0.29399399399399395,2.031407354977386,1.0
0.2958958958958959,2.012430216440556,1.0
0.2977977977977978,1.9937213170252939,1.0
0.2996996996996997,1.9752753997819033,1.0
0.3016016016016016,1.957087341451734,1.0
0.3035035035035035,1.9391521482688425,1.0
0.3054054054054054,1.9214649519186142,1.0
0.30730730730730726,1.904021005646557,1.0
0.3092092092092092,1.8868156805107876,1.0
0.3111111111111111,1.8698444617720686,1.0
0.313013013013013,1.8531029454155432,1.0
0.3149149149149149,1.8365868347985936,1.0
0.31681681681681684,1.8202919374195292,1.0
0.3187187187187187,1.8042141618020548,1.0
0.3206206206206206,1.7883495144907067,1.0
0.3225225225225225,1.7726940971526748,1.0
0.32442442442442443,1.7572441037816549,1.0
0.3263263263263263,1.7419958179995503,1.0
0.3282282282282282,1.726945610452065,1.0
0.33013013013013015,1.712089936294403,1.0
0.332032032032032,1.6974253327634488,1.0
0.3339339339339339,1.6829484168329876,1.0
0.3358358358358358,1.6686558829486746,1.0
0.33773773773773774,1.6545445008396051,1.0
0.3396396396396396,1.6406111134034818,1.0
0.34154154154154154,1.626852634662508,1.0
0.34344344344344346,1.6132660477872742,1.0
0.34534534534534533,1.599848403186003,1.0
0.3472472472472472,1.5865968166566504,1.0
0.34914914914914913,1.5735084675994753,1.0
0.35105105105105106,1.5605805972877673,1.0
0.3529529529529529,1.5478105071945483,1.0
0.3548548548548548,1.5351955573731486,1.0
0.3567567567567568,1.522733164889639,1.0
0.35865865865865865,1.5104208023051977,1.0
0.3605605605605605,1.4982559962065716,1.0
0.3624624624624625,1.486236325782854,1.0
0.36436436436436437,1.4743594214468956,1.0
0.36626626626626624,1.4626229634997243,1.0
