r,target,x
0.1,8.236239916324207,1.0
0.1019019019019019,8.308685910068277,1.0
0.10380380380380382,7.987685679904079,1.0
0.10570570570570571,7.69964901217058,1.0
0.10760760760760761,7.588482608477522,1.0
0.10950950950950951,7.360333050540345,1.0
0.11141141141141142,7.275185303508173,1.0
0.11331331331331332,7.065470172430138,1.0
0.11521521521521522,7.035007457843135,1.0
0.11711711711711711,6.825399135616315,1.0
0.11901901901901903,6.687902005077391,1.0
0.12092092092092092,6.6257242374593215,1.0
0.12282282282282284,6.5298416034231055,1.0
0.12472472472472473,6.324246018503598,1.0
0.12662662662662663,6.211696682036564,1.0
0.12852852852852853,6.064296686377457,1.0
0.13043043043043043,6.036348027560685,1.0
0.13233233233233233,6.01968761855566,1.0
0.13423423423423425,5.875444024111444,1.0
0.13613613613613615,5.66449631391281,1.0
0.13803803803803805,5.49181228115044,1.0
0.13993993993993994,5.451188675786815,1.0
0.14184184184184184,5.255660355699535,1.0
0.14374374374374374,5.267960947141714,1.0
0.14564564564564564,5.354207201835201,1.0
0.14754754754754756,5.156506873008199,1.0
0.14944944944944946,5.169650990832821,1.0
0.15135135135135136,5.031445888904362,1.0
0.15325325325325326,4.954223970121533,1.0
0.15515515515515516,4.811513529283749,1.0
0.15705705705705705,4.738118330611526,1.0
0.15895895895895895,4.708332521564374,1.0
0.16086086086086088,4.677815337109336,1.0
0.16276276276276275,4.547687134417736,1.0
0.16466466466466467,4.434325963747845,1.0
0.16656656656656657,4.387092799700428,1.0
0.16846846846846847,4.41825563956511,1.0
0.17037037037037037,4.277014828916088,1.0
0.17227227227227226,4.163728890528594,1.0
0.1741741741741742,4.086375885287525,1.0
0.17607607607607606,4.130931630072323,1.0
0.17797797797797799,3.9974250826690447,1.0
0.17987987987987988,3.895411362570001,1.0
0.18178178178178178,3.9710867168608908,1.0
0.18368368368368368,3.861316342461802,1.0
0.18558558558558558,3.8739643434890185,1.0
0.1874874874874875,3.74390199029842,1.0
0.18938938938938937,3.736804305486099,1.0
0.1912912912912913,3.7153388039372586,1.0
0.1931931931931932,3.534382620480276,1.0
0.1950950950950951,3.594067896799937,1.0
0.196996996996997,3.5128599220660024,1.0
0.1988988988988989,3.5192744630451944,1.0
0.20080080080080082,3.395582307037748,1.0
0.2027027027027027,3.4513502506627023,1.0
0.2046046046046046,3.3793229211424753,1.0
0.2065065065065065,3.289179346367106,1.0
0.2084084084084084,3.2935366289864367,1.0
0.2103103103103103,3.2370076435196604,1.0
0.2122122122122122,3.2238140147580685,1.0
0.21411411411411413,3.227151741843315,1.0
0.216016016016016,3.1846801516887298,1.0
0.21791791791791792,3.1219520806151984,1.0
0.21981981981981982,3.0867707237736752,1.0
0.22172172172172172,2.9452134653594166,1.0
0.22362362362362362,3.013719038521232,1.0
0.22552552552552552,2.943164148891087,1.0
0.22742742742742741,2.920077332920115,1.0
0.22932932932932934,2.8835614346893066,1.0
0.23123123123123124,2.8366009454012184,1.0
0.23313313313313314,2.815376094203581,1.0
0.23503503503503503,2.7815538886479523,1.0
0.23693693693693693,2.745043991423812,1.0
0.23883883883883883,2.6942573377696895,1.0
0.24074074074074073,2.6923889168667254,1.0
0.24264264264264265,2.67259952841993,1.0
0.24454454454454455,2.6281711111158534,1.0
0.24644644644644645,2.5461135299354294,1.0
0.24834834834834835,2.607125790780363,1.0
0.2502502502502503,2.569415833924506,1.0
0.25215215215215214,2.5020917890312138,1.0
0.254054054054054,2.5232033595629977,1.0
0.255955955955956,2.4709776151533704,1.0
0.25785785785785786,2.4579301208925686,1.0
0.25975975975975973,2.4375950372852135,1.0
0.26166166166166166,2.420254311781911,1.0
0.2635635635635636,2.385503437894908,1.0
0.26546546546546546,2.351740225578801,1.0
0.2673673673673673,2.313604704948849,1.0
0.2692692692692693,2.2826291894509922,1.0
0.2711711711711712,2.3009602826200006,1.0
0.27307307307307305,2.258551920508565,1.0
0.274974974974975,2.2179504511295005,1.0
0.2768768768768769,2.188199672040467,1.0
0.27877877877877877,2.1927630956552977,1.0
0.28068068068068064,2.1628972252416068,1.0
0.2825825825825826,2.1669021043197314,1.0
0.2844844844844845,2.1477117468177314,1.0
0.28638638638638636,2.146460946759445,1.0
