target,t,m1
-0.18566206803608448,0.0,0.1
0.18309191336860287,0.030303030303030304,0.1
-0.17637510154543065,0.06060606060606061,0.1
0.16349184549030407,0.09090909090909091,0.1
-0.14246592053634013,0.12121212121212122,0.1
0.11175900012331061,0.15151515151515152,0.1
-0.07081365920400652,0.18181818181818182,0.1
0.020697572089839307,0.21212121212121213,0.1
0.03527579817674681,0.24242424242424243,0.1
-0.0911681901455686,0.2727272727272727,0.1
0.1385783395462858,0.30303030303030304,0.1
-0.16766055404152336,0.33333333333333337,0.1
0.16920047678419073,0.36363636363636365,0.1
-0.13763985084324876,0.3939393939393939,0.1
0.07443452839904627,0.42424242424242425,0.1
0.009466553334981882,0.4545454545454546,0.1
-0.09364830243286189,0.48484848484848486,0.1
0.15221656214715884,0.5151515151515151,0.1
-0.16205858176604176,0.5454545454545454,0.1
0.11353056883624371,0.5757575757575758,0.1
-0.019184911968668922,0.6060606060606061,0.1
-0.08530712793948575,0.6363636363636364,0.1
0.15239072084138885,0.6666666666666667,0.1
-0.14488208801632696,0.696969696969697,0.1
0.0599869621633908,0.7272727272727273,0.1
0.06025510503469482,0.7575757575757576,0.1
-0.1450925326001021,0.7878787878787878,0.1
0.13649085986368192,0.8181818181818182,0.1
-0.033602980636295784,0.8484848484848485,0.1
-0.09454145393403665,0.8787878787878788,0.1
0.15008824627627265,0.9090909090909092,0.1
-0.08304153375823135,0.9393939393939394,0.1
-0.055774991912557755,0.9696969696969697,0.1
0.14408661313056906,1.0,0.1
-0.09495247938645905,1.0303030303030303,0.1
-0.049088294404436066,1.0606060606060606,0.1
0.14127667370466956,1.0909090909090908,0.1
-0.07825900938915742,1.1212121212121213,0.1
-0.07400643744263025,1.1515151515151516,0.1
0.1369268210503255,1.1818181818181819,0.1
-0.029045779009861914,1.2121212121212122,0.1
-0.11548882112044301,1.2424242424242424,0.1
0.10324333852392321,1.2727272727272727,0.1
0.05305181532671034,1.303030303030303,0.1
-0.13062800822748066,1.3333333333333335,0.1
0.011195159133698968,1.3636363636363638,0.1
0.12391728521946069,1.393939393939394,0.1
-0.058016948369739314,1.4242424242424243,0.1
-0.10300791059977446,1.4545454545454546,0.1
0.08492098754645613,1.4848484848484849,0.1
0.0826785961543238,1.5151515151515151,0.1
-0.09666317998970815,1.5454545454545454,0.1
-0.07052688460269481,1.5757575757575757,0.1
0.09829691819029257,1.6060606060606062,0.1
0.06900638440271804,1.6363636363636365,0.1
-0.09207374177663177,1.6666666666666667,0.1
-0.0773653189640685,1.696969696969697,0.1
0.0769291864506899,1.7272727272727273,0.1
0.09198143527505614,1.7575757575757576,0.1
-0.049697630683732175,1.7878787878787878,0.1
-0.10535415235055799,1.8181818181818183,0.1
