R0,r,target,x
0.5,0.1,0.8012820512820513,-1.0
0.5,0.1191919191919192,0.7640836102332772,-1.0
0.5,0.1383838383838384,0.7275010177677,-1.0
0.5,0.1575757575757576,0.691671518138242,-1.0
0.5,0.17676767676767677,0.6567238629995316,-1.0
0.5,0.19595959595959594,0.6227740154449348,-1.0
0.5,0.21515151515151515,0.5899221461012117,-1.0
0.5,0.23434343434343433,0.5582508319873355,-1.0
0.5,0.2535353535353535,0.5278243154816028,-1.0
0.5,0.2727272727272727,0.49868864743349567,-1.0
0.5,0.2919191919191919,0.47087252451338774,-1.0
0.5,0.3111111111111111,0.4443886334043705,-1.0
0.5,0.3303030303030303,0.419235329318293,-1.0
0.5,0.3494949494949495,0.3953984991959877,-1.0
0.5,0.3686868686868686,0.3728534868350267,-1.0
0.5,0.3878787878787878,0.35156698483428256,-1.0
0.5,0.407070707070707,0.3314988243057345,-1.0
0.5,0.42626262626262623,0.31260361630133165,-1.0
0.5,0.44545454545454544,0.2948322180952111,-1.0
0.5,0.46464646464646464,0.27813301267121765,-1.0
0.5,0.48383838383838385,0.262453001199983,-1.0
0.5,0.503030303030303,0.24773871638627437,-1.0
0.5,0.5222222222222221,0.2339369698712288,-1.0
0.5,0.5414141414141413,0.22099544995158196,-1.0
0.5,0.5606060606060606,0.2088631872602581,-1.0
0.5,0.5797979797979798,0.197490906205048,-1.0
0.5,0.598989898989899,0.18683127927132936,-1.0
0.5,0.6181818181818182,0.17683910006834413,-1.0
0.5,0.6373737373737373,0.16747138947108325,-1.0
0.5,0.6565656565656565,0.1586874475531967,-1.0
0.5,0.6757575757575757,0.15044886234084415,-1.0
0.5,0.6949494949494949,0.14271948482264868,-1.0
0.5,0.7141414141414141,0.13546537817558593,-1.0
0.5,0.7333333333333333,0.12865474783669426,-1.0
0.5,0.7525252525252525,0.12225785787581825,-1.0
0.5,0.7717171717171717,0.11624693810425055,-1.0
0.5,0.7909090909090909,0.11059608548022133,-1.0
0.5,0.81010101010101,0.10528116263279343,-1.0
0.5,0.8292929292929292,0.10027969570693475,-1.0
0.5,0.8484848484848484,0.09557077321986572,-1.0
0.5,0.8676767676767676,0.09113494719803844,-1.0
0.5,0.8868686868686868,0.08695413752201085,-1.0
0.5,0.906060606060606,0.08301154013093433,-1.0
0.5,0.9252525252525252,0.07929153951860636,-1.0
0.5,0.9444444444444443,0.07577962577962581,-1.0
0.5,0.9636363636363635,0.07246231632898831,-1.0
0.5,0.9828282828282827,0.06932708231453451,-1.0
0.5,1.002020202020202,0.06636227966314107,-1.0
0.5,1.0212121212121212,0.06355708464351326,-1.0
0.5,1.0404040404040404,0.06090143378680458,-1.0
0.5,1.0595959595959596,0.05838596797767517,-1.0
0.5,1.0787878787878789,0.05600198051003294,-1.0
0.5,1.097979797979798,0.05374136889131492,-1.0
0.5,1.1171717171717173,0.051596590174921714,-1.0
0.5,1.1363636363636365,0.04956061960083406,-1.0
0.5,1.1555555555555557,0.04762691232832751,-1.0
0.5,1.1747474747474747,0.045789368051109156,-1.0
0.5,1.1939393939393939,0.044042298293381965,-1.0
0.5,1.213131313131313,0.04238039619470441,-1.0
0.5,1.2323232323232323,0.040798708601598545,-1.0
0.5,1.2515151515151515,0.03929261029431446,-1.0
0.5,1.2707070707070707,0.0378577801877129,-1.0
0.5,1.2898989898989899,0.03649017935567947,-1.0
0.5,1.309090909090909,0.03518603073868564,-1.0
0.5,1.3282828282828283,0.03394180040395786,-1.0
0.5,1.3474747474747475,0.032754180237133945,-1.0
0.5,1.3666666666666667,0.031620071953230404,-1.0
0.5,1.385858585858586,0.030536572323188377,-1.0
0.5,1.405050505050505,0.02950095952019895,-1.0
0.5,1.4242424242424243,0.028510680497431516,-1.0
0.5,1.4434343434343435,0.027563339315711127,-1.0
0.5,1.4626262626262627,0.026656686346126255,-1.0
0.5,1.481818181818182,0.025788608278519136,-1.0
0.5,1.501010101010101,0.024957118872336648,-1.0
0.5,1.52020202020202,0.024160350391426475,-1.0
0.5,1.5393939393939393,0.023396545669075376,-1.0
0.5,1.5585858585858585,0.02266405075392841,-1.0
0.5,1.5777777777777777,0.021961308091425564,-1.0
0.5,1.596969696969697,0.021286850199069163,-1.0
0.5,1.6161616161616161,0.020639293797214724,-1.0
0.5,1.6353535353535353,0.020017334360182153,-1.0
0.5,1.6545454545454545,0.01941974105533439,-1.0
0.5,1.6737373737373737,0.018845352040386128,-1.0
0.5,1.692929292929293,0.01829307009160534,-1.0
0.5,1.7121212121212122,0.017761858537771565,-1.0
0.5,1.7313131313131314,0.017250737476774237,-1.0
0.5,1.7505050505050506,0.016758780253585803,-1.0
0.5,1.7696969696969698,0.016285110180042653,-1.0
0.5,1.7888888888888888,0.015828897478424066,-1.0
0.5,1.808080808080808,0.015389356432247708,-1.0
0.5,1.8272727272727272,0.014965742729010273,-1.0
0.5,1.8464646464646464,0.014557350980803524,-1.0
0.5,1.8656565656565656,0.014163512409838827,-1.0
0.5,1.8848484848484848,0.013783592686925026,-1.0
0.5,1.904040404040404,0.013416989911873395,-1.0
0.5,1.9232323232323232,0.013063132725656198,-1.0
0.5,1.9424242424242424,0.01272147854492855,-1.0
0.5,1.9616161616161616,0.012391511910242665,-1.0
0.5,1.9808080808080808,0.012072742939944826,-1.0
0.5,2.0,0.011764705882352941,-1.0
0.51010101010101,0.1,0.8051495876612823,-1.0
0.51010101010101,0.1191919191919192,0.768627916334714,-1.0
