R0,r,target,x
0.5,0.1,3.4722222222222223,1.0
0.5,0.1191919191919192,2.735348339457197,1.0
0.5,0.1383838383838384,2.2164649759887816,1.0
0.5,0.1575757575757576,1.8345477549060123,1.0
0.5,0.17676767676767677,1.5439311968939948,1.0
0.5,0.19595959595959594,1.3169686081702208,1.0
0.5,0.21515151515151515,1.1359768420924863,1.0
0.5,0.23434343434343433,0.9891423355818862,1.0
0.5,0.2535353535353535,0.8682888424881505,1.0
0.5,0.2727272727272727,0.7675893886966552,1.0
0.5,0.2919191919191919,0.6827876052131537,1.0
0.5,0.3111111111111111,0.6107082540278261,1.0
0.5,0.3303030303030303,0.5489391545008092,1.0
0.5,0.3494949494949495,0.49561849709348127,1.0
0.5,0.3686868686868686,0.44928904554109234,1.0
0.5,0.3878787878787878,0.408795985538562,1.0
0.5,0.407070707070707,0.3732139576289816,1.0
0.5,0.42626262626262623,0.3417940313551818,1.0
0.5,0.44545454545454544,0.3139245713078131,1.0
0.5,0.46464646464646464,0.28910195062826033,1.0
0.5,0.48383838383838385,0.2669083555905551,1.0
0.5,0.503030303030303,0.24699476981684743,1.0
0.5,0.5222222222222221,0.22906779149740586,1.0
0.5,0.5414141414141413,0.21287932110846605,1.0
0.5,0.5606060606060606,0.19821842250413685,1.0
0.5,0.5797979797979798,0.1849048462787298,1.0
0.5,0.598989898989899,0.17278383643726622,1.0
0.5,0.6181818181818182,0.16172193644461555,1.0
0.5,0.6373737373737373,0.15160357985484732,1.0
0.5,0.6565656565656565,0.14232830154914022,1.0
0.5,0.6757575757575757,0.1338084433518714,1.0
0.5,0.6949494949494949,0.12596725608003068,1.0
0.5,0.7141414141414141,0.11873732146465155,1.0
0.5,0.7333333333333333,0.1120592336808553,1.0
0.5,0.7525252525252525,0.10588049274036412,1.0
0.5,0.7717171717171717,0.10015457168355651,1.0
0.5,0.7909090909090909,0.09484012705014284,1.0
0.5,0.81010101010101,0.08990032801973813,1.0
0.5,0.8292929292929292,0.08530228427652327,1.0
0.5,0.8484848484848484,0.08101655635111009,1.0
0.5,0.8676767676767676,0.07701673514308932,1.0
0.5,0.8868686868686868,0.0732790796933444,1.0
0.5,0.906060606060606,0.06978220418139738,1.0
0.5,0.9252525252525252,0.06650680666632906,1.0
0.5,0.9444444444444443,0.06343543334493564,1.0
0.5,0.9636363636363635,0.06055227312596405,1.0
0.5,0.9828282828282827,0.0578429781601019,1.0
0.5,1.002020202020202,0.05529450665776134,1.0
0.5,1.0212121212121212,0.05289498489897267,1.0
0.5,1.0404040404040404,0.05063358581444074,1.0
0.5,1.0595959595959596,0.0485004219120181,1.0
0.5,1.0787878787878789,0.0464864506529426,1.0
0.5,1.097979797979798,0.04458339065878933,1.0
0.5,1.1171717171717173,0.04278364736258911,1.0
0.5,1.1363636363636365,0.04108024691358023,1.0
0.5,1.1555555555555557,0.03946677731079334,1.0
0.5,1.1747474747474747,0.03793733588118768,1.0
0.5,1.1939393939393939,0.036486482337516994,1.0
0.5,1.213131313131313,0.03510919675292469,1.0
0.5,1.2323232323232323,0.03380084187627298,1.0
0.5,1.2515151515151515,0.0325571292867349,1.0
0.5,1.2707070707070707,0.03137408895016313,1.0
0.5,1.2898989898989899,0.030248041794809177,1.0
0.5,1.309090909090909,0.02917557497145134,1.0
0.5,1.3282828282828283,0.028153519504028657,1.0
0.5,1.3474747474747475,0.027178930072420136,1.0
0.5,1.3666666666666667,0.026249066699850672,1.0
0.5,1.385858585858586,0.025361378144222683,1.0
0.5,1.405050505050505,0.024513486816033235,1.0
0.5,1.4242424242424243,0.0237031750659246,1.0
0.5,1.4434343434343435,0.022928372702741326,1.0
0.5,1.4626262626262627,0.02218714561857834,1.0
0.5,1.481818181818182,0.021477685411000598,1.0
0.5,1.501010101010101,0.02079829990465023,1.0
0.5,1.52020202020202,0.02014740448504984,1.0
0.5,1.5393939393939393,0.01952351416674909,1.0
0.5,1.5585858585858585,0.018925236326205536,1.0
0.5,1.5777777777777777,0.018351264037080737,1.0
0.5,1.596969696969697,0.017800369952087117,1.0
0.5,1.6161616161616161,0.0172714006812447,1.0
0.5,1.6353535353535353,0.016763271621488978,1.0
0.5,1.6545454545454545,0.016274962197090063,1.0
0.5,1.6737373737373737,0.015805511474366308,1.0
0.5,1.692929292929293,0.015354014117762127,1.0
0.5,1.7121212121212122,0.014919616657560818,1.0
0.5,1.7313131313131314,0.014501514042364102,1.0
0.5,1.7505050505050506,0.014098946452029599,1.0
0.5,1.7696969696969698,0.013711196349050537,1.0
0.5,1.7888888888888888,0.01333758574841823,1.0
0.5,1.808080808080808,0.012977473687854083,1.0
0.5,1.8272727272727272,0.012630253881957402,1.0
0.5,1.8464646464646464,0.012295352545308204,1.0
0.5,1.8656565656565656,0.011972226370909278,1.0
0.5,1.8848484848484848,0.011660360651564275,1.0
0.5,1.904040404040404,0.011359267532883025,1.0
0.5,1.9232323232323232,0.011068484387594175,1.0
0.5,1.9424242424242424,0.010787572301739426,1.0
0.5,1.9616161616161616,0.010516114664132985,1.0
0.5,1.9808080808080808,0.010253715851203422,1.0
0.5,2.0,0.01,1.0
0.51010101010101,0.1,3.5658663573146487,1.0
0.51010101010101,0.1191919191919192,2.8120046449697327,1.0
0.51010101010101,0.1383838383838384,2.2807806041631644,1.0
0.51010101010101,0.1575757575757576,1.88949878517615,1.0
0.51010101010101,0.17676767676767677,1.5915425729115174,1.0
0.51010101010101,0.19595959595959594,1.3586827229444929,1.0
0.51010101010101,0.21515151515151515,1.1728585615591165,1.0
0.51010101010101,0.23434343434343433,1.0220006540797837,1.0
0.51010101010101,0.2535353535353535,0.8977529106998003,1.0
0.51010101010101,0.2727272727272727,0.7941580914941997,1.0
0.51010101010101,0.2919191919191919,0.7068630605092743,1.0
0.51010101010101,0.3111111111111111,0.632619138886074,1.0
0.51010101010101,0.3303030303030303,0.5689573721977745,1.0
0.51010101010101,0.3494949494949495,0.5139713551405779,1.0
0.51010101010101,0.3686868686868686,0.466168328998782,1.0
0.51010101010101,0.3878787878787878,0.42436483416759346,1.0
0.51010101010101,0.407070707070707,0.38761215828885687,1.0
0.51010101010101,0.42626262626262623,0.35514214636958646,1.0
0.51010101010101,0.44545454545454544,0.32632719812697764,1.0
0.51010101010101,0.46464646464646464,0.3006503238487873,1.0
0.51010101010101,0.48383838383838385,0.2776824446330797,1.0
0.51010101010101,0.503030303030303,0.2570649852586011,1.0
0.51010101010101,0.5222222222222221,0.23849638447332092,1.0
0.51010101010101,0.5414141414141413,0.2217215396192416,1.0
0.51010101010101,0.5606060606060606,0.20652347345565572,1.0
0.51010101010101,0.5797979797979798,0.1927167009828631,1.0
0.51010101010101,0.598989898989899,0.18014190901060897,1.0
0.51010101010101,0.6181818181818182,0.16866165827512616,1.0
0.51010101010101,0.6373737373737373,0.15815688852400814,1.0
0.51010101010101,0.6565656565656565,0.14852405891366935,1.0
0.51010101010101,0.6757575757575757,0.1396727946271962,1.0
0.51010101010101,0.6949494949494949,0.13152393952637717,1.0
0.51010101010101,0.7141414141414141,0.12400793650793651,1.0
0.51010101010101,0.7333333333333333,0.11706347389500839,1.0
0.51010101010101,0.7525252525252525,0.1106363489932886,1.0
0.51010101010101,0.7717171717171717,0.10467850984380267,1.0
0.51010101010101,0.7909090909090909,0.09914724391846273,1.0
0.51010101010101,0.81010101010101,0.09400448855294799,1.0
0.51010101010101,0.8292929292929292,0.089216242682675,1.0
0.51010101010101,0.8484848484848484,0.08475206323322024,1.0
0.51010101010101,0.8676767676767676,0.08058463253665986,1.0
0.51010101010101,0.8868686868686868,0.0766893855673055,1.0
0.51010101010101,0.906060606060606,0.07304418774235377,1.0
0.51010101010101,0.9252525252525252,0.06962905561369985,1.0
0.51010101010101,0.9444444444444443,0.06642591406301579,1.0
0.51010101010101,0.9636363636363635,0.06341838466269972,1.0
0.51010101010101,0.9828282828282827,0.06059160072708853,1.0
0.51010101010101,1.002020202020202,0.05793204528809668,1.0
0.51010101010101,1.0212121212121212,0.05542740881623282,1.0
0.51010101010101,1.0404040404040404,0.05306646399482797,1.0
0.51010101010101,1.0595959595959596,0.05083895526070644,1.0
0.51010101010101,1.0787878787878789,0.04873550116321552,1.0
0.51010101010101,1.097979797979798,0.046747507877392534,1.0
0.51010101010101,1.1171717171717173,0.04486709244570249,1.0
0.51010101010101,1.1363636363636365,0.04308701452402757,1.0
0.51010101010101,1.1555555555555557,0.04140061557778195,1.0
