target,x1,x2
0.10142821095768477,0.3,0.3
0.10672737684230678,0.3373737373737374,0.3
0.11199010808229005,0.3747474747474747,0.3
0.11718452132295638,0.4121212121212121,0.3
0.12227779401303326,0.4494949494949495,0.3
0.12723649530372355,0.4868686868686869,0.3
0.13202694045852198,0.5242424242424243,0.3
0.1366155637440489,0.5616161616161617,0.3
0.14096930419359613,0.598989898989899,0.3
0.1450559981604429,0.6363636363636365,0.3
0.14884477222346154,0.6737373737373737,0.3
0.15230642978647324,0.7111111111111111,0.3
0.15541382463528594,0.7484848484848485,0.3
0.15814221478868842,0.7858585858585859,0.3
0.16046959020416068,0.8232323232323233,0.3
0.16237696827376066,0.8606060606060606,0.3
0.16384865156434497,0.8979797979797981,0.3
0.16487244290860062,0.9353535353535354,0.3
0.16543981372499766,0.9727272727272729,0.3
0.16554602231785825,1.0101010101010102,0.3
0.16519017986236836,1.0474747474747477,0.3
0.16437526279018824,1.084848484848485,0.3
0.16310807133425853,1.1222222222222222,0.3
0.16139913504038356,1.1595959595959597,0.3
0.15926256708194927,1.196969696969697,0.3
0.1567158701970666,1.2343434343434345,0.3
0.15377969798028251,1.2717171717171718,0.3
0.15047757608166218,1.3090909090909093,0.3
0.14683558857518647,1.3464646464646466,0.3
0.14288203534003405,1.383838383838384,0.3
0.13864706674020508,1.4212121212121214,0.3
0.13416230218194564,1.4585858585858589,0.3
0.1294604392706483,1.4959595959595962,0.3
0.12457486027968594,1.5333333333333334,0.3
0.11953924248749254,1.570707070707071,0.3
0.11438717864452222,1.6080808080808082,0.3
0.10915181341040885,1.6454545454545457,0.3
0.10386550106866767,1.682828282828283,0.3
0.098559489199057,1.7202020202020205,0.3
0.09326363228555651,1.7575757575757578,0.3
0.08800613848132029,1.7949494949494953,0.3
0.08281335196198167,1.8323232323232326,0.3
0.07770957249625408,1.8696969696969699,0.3
0.07271691306810188,1.9070707070707074,0.3
0.0678551956167543,1.9444444444444446,0.3
0.06314188423663909,1.9818181818181821,0.3
0.058592054513858426,2.019191919191919,0.3
0.0542183970815543,2.056565656565657,0.3
0.050031252963147706,2.093939393939394,0.3
0.04603867784687843,2.1313131313131315,0.3
0.042246532101405596,2.1686868686868688,0.3
0.03865859310175463,2.206060606060606,0.3
0.03527668628635092,2.243434343434344,0.3
0.032100831305624966,2.280808080808081,0.3
0.029129399645012283,2.3181818181818183,0.3
0.026359280202673988,2.3555555555555556,0.3
0.023786049466127283,2.392929292929293,0.3
0.021404143152406824,2.43030303030303,0.3
0.019207026442959147,2.467676767676768,0.3
0.017187360246527977,2.505050505050505,0.3
0.015337161250212589,2.5424242424242425,0.3
0.013647953860452427,2.5797979797979798,0.3
0.012110912482310839,2.6171717171717175,0.3
0.010716992928363388,2.6545454545454548,0.3
0.009457052080008339,2.691919191919192,0.3
0.008321955237514963,2.7292929292929293,0.3
0.0073026708852061825,2.7666666666666666,0.3
0.006390352860658409,2.8040404040404043,0.3
0.005576410148715051,2.8414141414141416,0.3
0.004852564720621858,2.878787878787879,0.3
0.004210898004938893,2.916161616161616,0.3
0.0036438867102573254,2.953535353535354,0.3
0.003144428821178895,2.990909090909091,0.3
0.0027058606602278403,3.0282828282828285,0.3
0.002321965951648228,3.0656565656565657,0.3
0.001986977841103542,3.103030303030303,0.3
0.0016955748211392734,3.1404040404040408,0.3
0.0014428714890561832,3.177777777777778,0.3
0.0012244050247865828,3.2151515151515153,0.3
0.0010361182246369737,3.2525252525252526,0.3
0.0008743398653957219,3.2898989898989903,0.3
0.0007357631051460088,3.3272727272727276,0.3
0.000617422554765263,3.364646464646465,0.3
0.0005166705798420696,3.402020202020202,0.3
0.0004311533186033528,3.4393939393939394,0.3
0.0003587868291069945,3.476767676767677,0.3
0.00029773370979315557,3.5141414141414145,0.3
0.00024638047257511493,3.5515151515151517,0.3
0.00020331588777798264,3.588888888888889,0.3
0.000167310465932917,3.6262626262626263,0.3
0.0001372971930067622,3.663636363636364,0.3
0.00011235359319332026,3.7010101010101013,0.3
9.16851568451702e-05,3.7383838383838386,0.3
7.46101402787615e-05,3.775757575757576,0.3
6.0545718727380424e-05,3.8131313131313136,0.3
4.899545325361496e-05,3.850505050505051,0.3
3.953801651753853e-05,3.887878787878788,0.3
3.18171104491891e-05,3.9252525252525254,0.3
2.5532500601151873e-05,3.9626262626262627,0.3
2.0432086769317693e-05,4.000000000000001,0.3
0.10424219178783933,0.3,0.3373737373737374
0.10968837546045482,0.3373737373737374,0.3373737373737374
0.11509711366126033,0.3747474747474747,0.3373737373737374
0.12043563847744518,0.4121212121212121,0.3373737373737374
0.12567021674293644,0.4494949494949495,0.3373737373737374
0.13076649011779062,0.4868686868686869,0.3373737373737374
0.13568983933060436,0.5242424242424243,0.3373737373737374
0.14040576741467162,0.5616161616161617,0.3373737373737374
0.14488029617398807,0.598989898989899,0.3373737373737374
0.14908036962739812,0.6363636363636365,0.3373737373737374
0.1529742578148054,0.6737373737373737,0.3373737373737374
0.15653195412217527,0.7111111111111111,0.3373737373737374
0.1597255592023794,0.7484848484848485,0.3373737373737374
0.16252964464327996,0.7858585858585859,0.3373737373737374
0.16492158976516696,0.8232323232323233,0.3373737373737374
0.1668818853147563,0.8606060606060606,0.3373737373737374
0.16839439835604472,0.8979797979797981,0.3373737373737374
0.16944659332873482,0.9353535353535354,0.3373737373737374
0.17002970503798462,0.9727272727272729,0.3373737373737374
0.17013886023654284,1.0101010101010102,0.3373737373737374
