target,z
0.0784739778045098,0.1
0.08028553949128123,0.1019019019019019
0.0808883954450189,0.10380380380380382
0.07901383024766155,0.10570570570570571
0.07951954096293334,0.10760760760760761
0.058674130013571565,0.10950950950950951
0.07945121054347774,0.11141141141141142
0.06685030849473708,0.11331331331331332
0.059803504689276796,0.11521521521521522
0.08396300369921922,0.11711711711711711
0.07094119387935148,0.11901901901901903
0.08516795194444156,0.12092092092092092
0.06991129868641617,0.12282282282282284
0.07824180351710437,0.12472472472472473
0.08335547657182471,0.12662662662662663
0.0715765512358519,0.12852852852852853
0.06144844936518954,0.13043043043043043
0.07142201661823144,0.13233233233233233
0.07719969306467182,0.13423423423423425
0.07457103750301645,0.13613613613613615
0.06514438770246933,0.13803803803803805
0.06828636645951192,0.13993993993993994
0.08476532845454526,0.14184184184184184
0.0888883920748059,0.14374374374374374
0.06992466124062631,0.14564564564564564
0.08230503627570192,0.14754754754754756
0.07432688959994516,0.14944944944944946
0.0844928839872692,0.15135135135135136
0.07740676737048066,0.15325325325325326
0.07170463923989334,0.15515515515515516
0.07344382871275063,0.15705705705705705
0.07277326170950546,0.15895895895895895
0.0727240245956287,0.16086086086086088
0.0796201088704638,0.16276276276276275
0.07693880439629826,0.16466466466466467
0.07677440833044215,0.16656656656656657
0.07868772636673203,0.16846846846846847
0.0658848591264506,0.17037037037037037
0.08008374569326815,0.17227227227227226
0.08053941088536451,0.1741741741741742
0.07376728351272545,0.17607607607607606
0.07064176619700883,0.17797797797797799
0.0809604899517803,0.17987987987987988
0.07989545345424166,0.18178178178178178
0.07656854160346888,0.18368368368368368
0.06743301837991968,0.18558558558558558
0.0759771646974402,0.1874874874874875
0.06619249295454781,0.18938938938938937
0.07197767829736304,0.1912912912912913
0.0779836924459817,0.1931931931931932
0.08638921779835548,0.1950950950950951
0.07712947950757601,0.196996996996997
0.08828245144047424,0.1988988988988989
0.06287574802136828,0.20080080080080082
0.0829942095171065,0.2027027027027027
0.09012385167180119,0.2046046046046046
0.0723530882416639,0.2065065065065065
0.06806225404793974,0.2084084084084084
0.07937621450379669,0.2103103103103103
0.07909783195756889,0.2122122122122122
0.07815016825701211,0.21411411411411413
0.07716064910208326,0.216016016016016
0.07747167005828719,0.21791791791791792
0.08221639421263438,0.21981981981981982
0.09499244287167792,0.22172172172172172
0.08499264265258245,0.22362362362362362
0.07516710382832878,0.22552552552552552
0.08575921914400116,0.22742742742742741
0.07849777096130778,0.22932932932932934
0.08836665062765117,0.23123123123123124
