target,x1,x2,x3
6.78,0.0,0.0,0.0
6.78,0.3448275862068966,0.0,0.0
6.78,0.6896551724137931,0.0,0.0
6.78,1.0344827586206897,0.0,0.0
6.78,1.3793103448275863,0.0,0.0
6.78,1.7241379310344829,0.0,0.0
6.78,2.0689655172413794,0.0,0.0
6.78,2.413793103448276,0.0,0.0
6.78,2.7586206896551726,0.0,0.0
6.78,3.1034482758620694,0.0,0.0
6.78,3.4482758620689657,0.0,0.0
6.78,3.793103448275862,0.0,0.0
6.78,4.137931034482759,0.0,0.0
6.78,4.482758620689656,0.0,0.0
6.78,4.827586206896552,0.0,0.0
6.78,5.172413793103448,0.0,0.0
6.78,5.517241379310345,0.0,0.0
6.78,5.862068965517242,0.0,0.0
6.78,6.206896551724139,0.0,0.0
6.78,6.551724137931035,0.0,0.0
6.78,6.8965517241379315,0.0,0.0
6.78,7.241379310344828,0.0,0.0
6.78,7.586206896551724,0.0,0.0
6.78,7.931034482758621,0.0,0.0
6.78,8.275862068965518,0.0,0.0
6.78,8.620689655172415,0.0,0.0
6.78,8.965517241379311,0.0,0.0
6.78,9.310344827586208,0.0,0.0
6.78,9.655172413793103,0.0,0.0
6.78,10.0,0.0,0.0
6.78,0.0,0.3448275862068966,0.0
6.78,0.3448275862068966,0.3448275862068966,0.0
6.78,0.6896551724137931,0.3448275862068966,0.0
6.78,1.0344827586206897,0.3448275862068966,0.0
6.78,1.3793103448275863,0.3448275862068966,0.0
6.78,1.7241379310344829,0.3448275862068966,0.0
6.78,2.0689655172413794,0.3448275862068966,0.0
6.78,2.413793103448276,0.3448275862068966,0.0
6.78,2.7586206896551726,0.3448275862068966,0.0
6.78,3.1034482758620694,0.3448275862068966,0.0
6.78,3.4482758620689657,0.3448275862068966,0.0
6.78,3.793103448275862,0.3448275862068966,0.0
6.78,4.137931034482759,0.3448275862068966,0.0
6.78,4.482758620689656,0.3448275862068966,0.0
6.78,4.827586206896552,0.3448275862068966,0.0
6.78,5.172413793103448,0.3448275862068966,0.0
6.78,5.517241379310345,0.3448275862068966,0.0
6.78,5.862068965517242,0.3448275862068966,0.0
6.78,6.206896551724139,0.3448275862068966,0.0
6.78,6.551724137931035,0.3448275862068966,0.0
6.78,6.8965517241379315,0.3448275862068966,0.0
6.78,7.241379310344828,0.3448275862068966,0.0
6.78,7.586206896551724,0.3448275862068966,0.0
6.78,7.931034482758621,0.3448275862068966,0.0
6.78,8.275862068965518,0.3448275862068966,0.0
6.78,8.620689655172415,0.3448275862068966,0.0
6.78,8.965517241379311,0.3448275862068966,0.0
6.78,9.310344827586208,0.3448275862068966,0.0
6.78,9.655172413793103,0.3448275862068966,0.0
6.78,10.0,0.3448275862068966,0.0
6.78,0.0,0.6896551724137931,0.0
6.78,0.3448275862068966,0.6896551724137931,0.0
6.78,0.6896551724137931,0.6896551724137931,0.0
6.78,1.0344827586206897,0.6896551724137931,0.0
6.78,1.3793103448275863,0.6896551724137931,0.0
6.78,1.7241379310344829,0.6896551724137931,0.0
6.78,2.0689655172413794,0.6896551724137931,0.0
6.78,2.413793103448276,0.6896551724137931,0.0
6.78,2.7586206896551726,0.6896551724137931,0.0
6.78,3.1034482758620694,0.6896551724137931,0.0
6.78,3.4482758620689657,0.6896551724137931,0.0
6.78,3.793103448275862,0.6896551724137931,0.0
6.78,4.137931034482759,0.6896551724137931,0.0
6.78,4.482758620689656,0.6896551724137931,0.0
6.78,4.827586206896552,0.6896551724137931,0.0
6.78,5.172413793103448,0.6896551724137931,0.0
6.78,5.517241379310345,0.6896551724137931,0.0
6.78,5.862068965517242,0.6896551724137931,0.0
6.78,6.206896551724139,0.6896551724137931,0.0
6.78,6.551724137931035,0.6896551724137931,0.0
6.78,6.8965517241379315,0.6896551724137931,0.0
6.78,7.241379310344828,0.6896551724137931,0.0
6.78,7.586206896551724,0.6896551724137931,0.0
6.78,7.931034482758621,0.6896551724137931,0.0
6.78,8.275862068965518,0.6896551724137931,0.0
6.78,8.620689655172415,0.6896551724137931,0.0
6.78,8.965517241379311,0.6896551724137931,0.0
6.78,9.310344827586208,0.6896551724137931,0.0
6.78,9.655172413793103,0.6896551724137931,0.0
6.78,10.0,0.6896551724137931,0.0
6.78,0.0,1.0344827586206897,0.0
6.78,0.3448275862068966,1.0344827586206897,0.0
6.78,0.6896551724137931,1.0344827586206897,0.0
6.78,1.0344827586206897,1.0344827586206897,0.0
6.78,1.3793103448275863,1.0344827586206897,0.0
6.78,1.7241379310344829,1.0344827586206897,0.0
6.78,2.0689655172413794,1.0344827586206897,0.0
6.78,2.413793103448276,1.0344827586206897,0.0
6.78,2.7586206896551726,1.0344827586206897,0.0
6.78,3.1034482758620694,1.0344827586206897,0.0
6.78,3.4482758620689657,1.0344827586206897,0.0
6.78,3.793103448275862,1.0344827586206897,0.0
6.78,4.137931034482759,1.0344827586206897,0.0
6.78,4.482758620689656,1.0344827586206897,0.0
6.78,4.827586206896552,1.0344827586206897,0.0
6.78,5.172413793103448,1.0344827586206897,0.0
6.78,5.517241379310345,1.0344827586206897,0.0
6.78,5.862068965517242,1.0344827586206897,0.0
6.78,6.206896551724139,1.0344827586206897,0.0
6.78,6.551724137931035,1.0344827586206897,0.0
6.78,6.8965517241379315,1.0344827586206897,0.0
6.78,7.241379310344828,1.0344827586206897,0.0
6.78,7.586206896551724,1.0344827586206897,0.0
6.78,7.931034482758621,1.0344827586206897,0.0
6.78,8.275862068965518,1.0344827586206897,0.0
6.78,8.620689655172415,1.0344827586206897,0.0
6.78,8.965517241379311,1.0344827586206897,0.0
6.78,9.310344827586208,1.0344827586206897,0.0
6.78,9.655172413793103,1.0344827586206897,0.0
6.78,10.0,1.0344827586206897,0.0
6.78,0.0,1.3793103448275863,0.0
6.78,0.3448275862068966,1.3793103448275863,0.0
6.78,0.6896551724137931,1.3793103448275863,0.0
6.78,1.0344827586206897,1.3793103448275863,0.0
6.78,1.3793103448275863,1.3793103448275863,0.0
6.78,1.7241379310344829,1.3793103448275863,0.0
6.78,2.0689655172413794,1.3793103448275863,0.0
6.78,2.413793103448276,1.3793103448275863,0.0
6.78,2.7586206896551726,1.3793103448275863,0.0
6.78,3.1034482758620694,1.3793103448275863,0.0
6.78,3.4482758620689657,1.3793103448275863,0.0
6.78,3.793103448275862,1.3793103448275863,0.0
6.78,4.137931034482759,1.3793103448275863,0.0
6.78,4.482758620689656,1.3793103448275863,0.0
6.78,4.827586206896552,1.3793103448275863,0.0
6.78,5.172413793103448,1.3793103448275863,0.0
6.78,5.517241379310345,1.3793103448275863,0.0
6.78,5.862068965517242,1.3793103448275863,0.0
6.78,6.206896551724139,1.3793103448275863,0.0
6.78,6.551724137931035,1.3793103448275863,0.0
6.78,6.8965517241379315,1.3793103448275863,0.0
6.78,7.241379310344828,1.3793103448275863,0.0
6.78,7.586206896551724,1.3793103448275863,0.0
6.78,7.931034482758621,1.3793103448275863,0.0
6.78,8.275862068965518,1.3793103448275863,0.0
6.78,8.620689655172415,1.3793103448275863,0.0
6.78,8.965517241379311,1.3793103448275863,0.0
6.78,9.310344827586208,1.3793103448275863,0.0
6.78,9.655172413793103,1.3793103448275863,0.0
6.78,10.0,1.3793103448275863,0.0
6.78,0.0,1.7241379310344829,0.0
6.78,0.3448275862068966,1.7241379310344829,0.0
6.78,0.6896551724137931,1.7241379310344829,0.0
6.78,1.0344827586206897,1.7241379310344829,0.0
6.78,1.3793103448275863,1.7241379310344829,0.0
6.78,1.7241379310344829,1.7241379310344829,0.0
6.78,2.0689655172413794,1.7241379310344829,0.0
6.78,2.413793103448276,1.7241379310344829,0.0
6.78,2.7586206896551726,1.7241379310344829,0.0
6.78,3.1034482758620694,1.7241379310344829,0.0
6.78,3.4482758620689657,1.7241379310344829,0.0
6.78,3.793103448275862,1.7241379310344829,0.0
6.78,4.137931034482759,1.7241379310344829,0.0
6.78,4.482758620689656,1.7241379310344829,0.0
6.78,4.827586206896552,1.7241379310344829,0.0
6.78,5.172413793103448,1.7241379310344829,0.0
6.78,5.517241379310345,1.7241379310344829,0.0
6.78,5.862068965517242,1.7241379310344829,0.0
6.78,6.206896551724139,1.7241379310344829,0.0
6.78,6.551724137931035,1.7241379310344829,0.0
6.78,6.8965517241379315,1.7241379310344829,0.0
6.78,7.241379310344828,1.7241379310344829,0.0
6.78,7.586206896551724,1.7241379310344829,0.0
6.78,7.931034482758621,1.7241379310344829,0.0
6.78,8.275862068965518,1.7241379310344829,0.0
6.78,8.620689655172415,1.7241379310344829,0.0
6.78,8.965517241379311,1.7241379310344829,0.0
6.78,9.310344827586208,1.7241379310344829,0.0
6.78,9.655172413793103,1.7241379310344829,0.0
6.78,10.0,1.7241379310344829,0.0
6.78,0.0,2.0689655172413794,0.0
6.78,0.3448275862068966,2.0689655172413794,0.0
6.78,0.6896551724137931,2.0689655172413794,0.0
6.78,1.0344827586206897,2.0689655172413794,0.0
6.78,1.3793103448275863,2.0689655172413794,0.0
6.78,1.7241379310344829,2.0689655172413794,0.0
6.78,2.0689655172413794,2.0689655172413794,0.0
6.78,2.413793103448276,2.0689655172413794,0.0
6.78,2.7586206896551726,2.0689655172413794,0.0
6.78,3.1034482758620694,2.0689655172413794,0.0
6.78,3.4482758620689657,2.0689655172413794,0.0
6.78,3.793103448275862,2.0689655172413794,0.0
6.78,4.137931034482759,2.0689655172413794,0.0
6.78,4.482758620689656,2.0689655172413794,0.0
6.78,4.827586206896552,2.0689655172413794,0.0
6.78,5.172413793103448,2.0689655172413794,0.0
6.78,5.517241379310345,2.0689655172413794,0.0
6.78,5.862068965517242,2.0689655172413794,0.0
6.78,6.206896551724139,2.0689655172413794,0.0
6.78,6.551724137931035,2.0689655172413794,0.0
6.78,6.8965517241379315,2.0689655172413794,0.0
6.78,7.241379310344828,2.0689655172413794,0.0
6.78,7.586206896551724,2.0689655172413794,0.0
6.78,7.931034482758621,2.0689655172413794,0.0
6.78,8.275862068965518,2.0689655172413794,0.0
6.78,8.620689655172415,2.0689655172413794,0.0
6.78,8.965517241379311,2.0689655172413794,0.0
6.78,9.310344827586208,2.0689655172413794,0.0
6.78,9.655172413793103,2.0689655172413794,0.0
6.78,10.0,2.0689655172413794,0.0
6.78,0.0,2.413793103448276,0.0
6.78,0.3448275862068966,2.413793103448276,0.0
6.78,0.6896551724137931,2.413793103448276,0.0
6.78,1.0344827586206897,2.413793103448276,0.0
6.78,1.3793103448275863,2.413793103448276,0.0
6.78,1.7241379310344829,2.413793103448276,0.0
6.78,2.0689655172413794,2.413793103448276,0.0
6.78,2.413793103448276,2.413793103448276,0.0
6.78,2.7586206896551726,2.413793103448276,0.0
6.78,3.1034482758620694,2.413793103448276,0.0
6.78,3.4482758620689657,2.413793103448276,0.0
6.78,3.793103448275862,2.413793103448276,0.0
6.78,4.137931034482759,2.413793103448276,0.0
