H,target,z
0.07169227181850443,0.007056563181495558,0.1
0.07171008208536267,0.008353668526882225,0.11836734693877551
0.0717276065342985,0.009651059690191295,0.13673469387755102
0.07174485426074888,0.010948727575985806,0.15510204081632656
0.07176183393175667,0.012246663517222908,0.17346938775510207
0.07177855381248965,0.013544859248734834,0.19183673469387758
0.07179502179073725,0.014843306882732131,0.21020408163265308
0.07181124539956761,0.016141998886146668,0.2285714285714286
0.07182723183830811,0.017440928059651067,0.2469387755102041
0.07184298799199623,0.01874008751820784,0.2653061224489796
0.07185852044943289,0.020039470673016077,0.2836734693877551
0.07187383551995677,0.021339071214737104,0.3020408163265306
0.07188893924904718,0.02263888309789159,0.3204081632653062
0.07190383743285218,0.02393890052633147,0.3387755102040817
0.07191853563172973,0.025239117939698835,0.3571428571428572
0.07193303918288109,0.026539530000792365,0.3755102040816327
0.0719473532121489,0.02784013158376946,0.3938775510204082
0.071961482645045,0.029140917763118255,0.41224489795918373
0.07197543221706791,0.030441883803340234,0.43061224489795924
0.07198920648336397,0.03174302514928908,0.44897959183673475
0.07200280982778173,0.03304433741711621,0.46734693877551026
0.07201624647136491,0.034345816385777925,0.48571428571428577
0.07202952048032486,0.03564745798906288,0.5040816326530613
0.07204263577353077,0.03694925830810187,0.5224489795918368
0.07205559612955188,0.03825121356432566,0.5408163265306123
0.07206840519328374,0.0395533201128387,0.5591836734693878
0.07208106648218751,0.04085557443617982,0.5775510204081633
0.07209358339216917,0.04215797313844304,0.5959183673469388
0.07210595920312336,0.04346051293973377,0.6142857142857143
0.07211819708416439,0.04476319067093765,0.6326530612244898
0.07213030009856565,0.046066003268781276,0.6510204081632653
0.07214227120842641,0.04736894777116539,0.6693877551020408
0.07215411327908414,0.048672021312752584,0.6877551020408164
0.07216582908328865,0.04997522112079296,0.7061224489795919
0.07217742130515344,0.05127854451117307,0.7244897959183674
0.07218889254389826,0.05258198888467315,0.7428571428571429
0.07220024531739619,0.05388555172342011,0.7612244897959184
0.07221148206553707,0.05518923058752413,0.7795918367346939
0.07222260515341893,0.05649302311188717,0.7979591836734694
0.07223361687437754,0.057796927003173466,0.8163265306122449
0.07224451945286411,0.05910094003693178,0.8346938775510204
0.07225531504718004,0.06040506005486075,0.8530612244897959
0.07226600575207713,0.06170928496220857,0.8714285714285714
0.07227659360123126,0.06301361272529933,0.889795918367347
0.07228708056959675,0.06431804136917875,0.9081632653061225
0.07229746857564824,0.06562256897537215,0.926530612244898
0.07230775948351668,0.06692719367974861,0.9448979591836735
0.0723179551050249,0.0682319136704853,0.963265306122449
0.07232805720162903,0.06953672718612608,0.9816326530612246
0.07233806748627043,0.07084163251372955,1.0
0.07189965301798337,0.0068491819820166305,0.1
0.07195361644230593,0.008110134169938974,0.11836734693877551
0.07200674030236184,0.00937192592212795,0.13673469387755102
0.07205905091369609,0.010634530923038605,0.15510204081632656
0.07211057336468252,0.01189792408429708,0.17346938775510207
0.07216133159193003,0.013162081469294472,0.19183673469387758
0.07221134844997222,0.01442698022349717,0.21020408163265308
0.0722606457757537,0.01569259850996061,0.2285714285714286
0.07230924444837275,0.016958915449586436,0.2469387755102041
0.07235716444449407,0.01822591106571001,0.2653061224489796
0.07240442488980277,0.019493566232646215,0.2836734693877551
0.0724510441068351,0.020761862627858767,0.3020408163265306
0.07249703965948813,0.02203078268745065,0.3204081632653062
0.0725424283944815,0.023300309564702183,0.3387755102040817
0.07258722648001908,0.024570427091409486,0.3571428571428572
0.07263144944187437,0.02584111974179909,0.3755102040816327
0.07267511219710333,0.027112372598815035,0.3938775510204082
0.07271822908556984,0.028384171322593434,0.41224489795918373
0.07276081389945184,0.02965650212095632,0.43061224489795924
0.07280287991088202,0.03092935172177103,0.44897959183673475
0.07284443989786259,0.03220270734703538,0.46734693877551026
0.07288550616858228,0.03347655668856059,0.48571428571428577
0.0729260905842526,0.03475088788513514,0.5040816326530613
0.07296620458057018,0.036025689501062476,0.5224489795918368
0.07300585918790334,0.03730095050597422,0.5408163265306123
0.07304506505029329,0.03857666025582914,0.5591836734693878
0.0730838324433523,0.03985280847501506,0.5775510204081633
0.07312217129113484,0.041129385239477415,0.5959183673469388
0.07316009118205216,0.04240638096080499,0.6142857142857143
0.07319760138389426,0.043683786371207796,0.6326530612244898
0.07323471085801907,0.044961592509327866,0.6510204081632653
0.07327142827276346,0.046239790706828356,0.6693877551020408
0.07330776201612715,0.04751837257570959,0.6877551020408164
0.07334372020777594,0.048797329996305705,0.7061224489795919
0.07337931071040811,0.05007665510591842,0.7244897959183674
0.073414541140524,0.05135634028804745,0.7428571428571429
0.07344941887863578,0.05263637816218055,0.7612244897959184
0.07348395107895263,0.053916761574108595,0.7795918367346939
0.07351814467857273,0.055197483586733376,0.7979591836734694
0.07355200640621236,0.05647853747133866,0.8163265306122449
0.0735855427904997,0.05775991669929619,0.8346938775510204
0.0736187601678592,0.05904161493418161,0.8530612244897959
0.07365166469001046,0.060323626024275254,0.8714285714285714
0.07368426233110426,0.06160594399542634,0.889795918367347
0.07371655889451642,0.06288856304425908,0.9081632653061225
0.07374856001931913,0.06417147753170127,0.926530612244898
0.07378027118644806,0.06545468197681725,0.9448979591836735
0.07381169772458193,0.06673817105092826,0.963265306122449
0.07384284481575114,0.06802193957200399,0.9816326530612246
0.07387371750068948,0.06930598249931051,1.0
0.0721076341002782,0.006641200899721795,0.1
0.07219797786542015,0.007865772746824748,0.11836734693877551
0.0722869603420051,0.009091705882484709,0.13673469387755102
0.07237462354737027,0.01031895828936442,0.15510204081632656
0.07246100755909107,0.011547489889888527,0.17346938775510207
0.07254615063328848,0.012777262427936016,0.19183673469387758
0.07263008931402064,0.014008239359448754,0.21020408163265308
0.07271285853455466,0.015240385751159647,0.2285714285714286
0.07279449171123292,0.016473668186726274,0.2469387755102041
0.07287502083057613,0.01770805467962796,0.2653061224489796
0.07295447653020058,0.018943514592248408,0.2836734693877551
0.07303288817407087,0.020180018560623007,0.3020408163265306
0.07311028392255842,0.02141753842438036,0.3204081632653062
0.07318669079773107,0.022656047161452603,0.3387755102040817
0.0732621347442591,0.023895518827169473,0.3571428571428572
0.07333664068628697,0.02513592849738651,0.3755102040816327
0.07341023258058788,0.026377252215330483,0.3938775510204082
0.07348293346628984,0.02761946694187342,0.41224489795918373
0.07355476551143568,0.028862550508972486,0.43061224489795924
0.07362575005661647,0.0301064815760366,0.44897959183673475
0.07369590765589697,0.031351239589001,0.46734693877551026
0.07376525811523263,0.03259680474191022,0.48571428571428577
0.07383382052856102,0.03384315794082675,0.5040816326530613
0.07390161331173474,0.03509028076989792,0.5224489795918368
0.07396865423444961,0.036338155459427944,0.5408163265306123
0.07403496045030863,0.03758676485581382,0.5591836734693878
0.0741005485251513,0.038836092393216046,0.5775510204081633
0.07416543446376725,0.040086122066845,0.5959183673469388
0.0742296337351038,0.04133683840775334,0.6142857142857143
0.07429316129606846,0.04258822645903361,0.6326530612244898
0.07435603161401942,0.04384027175332752,0.6510204081632653
0.07441825868803037,0.045092960291561464,0.6693877551020408
0.07447985606900867,0.04634627852282807,0.6877551020408164
0.07454083687874095,0.04760021332534068,0.7061224489795919
0.07460121382793376,0.04885475198839276,0.7244897959183674
0.07466099923331279,0.050109882195258644,0.7428571428571429
0.07472020503383871,0.051365592006977615,0.7612244897959184
0.07477884280609441,0.05262186984696682,0.7795918367346939
0.07483692377889375,0.053878704486412354,0.7979591836734694
0.07489445884715878,0.055136085030392225,0.8163265306122449
0.07495145858510922,0.05639400090468668,0.8346938775510204
0.07500793325880448,0.057652441843236334,0.8530612244897959
0.07506389283807643,0.058911397876209276,0.8714285714285714
