target,feature
-7.167071463575646e-17,-1.0
-0.17244949966108813,-0.8947368421052632
-0.2378699737595456,-0.7894736842105263
-0.20688935969689456,-0.6842105263157895
-0.08734060971930138,-0.5789473684210527
0.024617617377584552,-0.4736842105263158
0.07301698185857436,-0.368421052631579
0.09283477915443367,-0.26315789473684215
0.03472239338339726,-0.1578947368421053
0.005001997381111033,-0.052631578947368474
0.005615272648469332,0.05263157894736836
0.0449547027035147,0.1578947368421053
0.07511308843002965,0.26315789473684204
0.08998810322025133,0.36842105263157876
0.024035677845604758,0.4736842105263157
-0.10074187820302379,0.5789473684210527
-0.1765819832346217,0.6842105263157894
-0.2241278012244277,0.7894736842105261
-0.15985142615790462,0.894736842105263
-8.922183931770255e-17,1.0
