feature,target
-10.0,-12551314.844657706
-9.97997997997998,-11882758.79590733
-9.95995995995996,-11224558.461039333
-9.93993993993994,-10578507.94348238
-9.91991991991992,-9946199.616979783
-9.8998998998999,-9329026.557196252
-9.87987987987988,-8728186.51164611
-9.85985985985986,-8144687.286230901
-9.83983983983984,-7579353.419015352
-9.81981981981982,-7032834.005924567
-9.7997997997998,-6505611.538787603
-9.77977977977978,-5998011.613542085
-9.75975975975976,-5510213.3653944675
-9.73973973973974,-5042260.488230924
-9.71971971971972,-4594072.697511688
-9.6996996996997,-4165457.4991634097
-9.67967967967968,-3756122.131506708
-9.65965965965966,-3365685.552908609
-9.63963963963964,-2993690.354514942
-9.61961961961962,-2639614.4849741925
-9.5995995995996,-2302882.6823866423
-9.57957957957958,-1982877.5176744221
-9.55955955955956,-1678949.9630420625
-9.53953953953954,-1390429.4090577355
-9.51951951951952,-1116633.064008789
-9.4994994994995,-856874.679451717
-9.47947947947948,-610472.5561708142
-9.45945945945946,-376756.79497200006
-9.43943943943944,-155075.76676523863
-9.41941941941942,55198.21386505656
-9.3993993993994,254664.01802542544
-9.37937937937938,443887.6323101252
-9.35935935935936,623398.8781158926
-9.33933933933934,793688.9017332491
-9.31931931931932,955208.409277827
-9.2992992992993,1108366.6140058879
-9.27927927927928,1253530.8577480717
-9.25925925925926,1391026.8631184848
-9.23923923923924,1521139.5688276652
-9.21921921921922,1644114.4968539006
-9.1991991991992,1760159.5974059496
-9.17917917917918,1869447.5155312782
-9.15915915915916,1972118.2218701863
-9.13913913913914,2068281.9494034613
-9.11911911911912,2158022.3780589607
-9.0990990990991,2241400.0096947947
-9.07907907907908,2318455.6772226715
-9.05905905905906,2389214.133429244
-9.03903903903904,2453687.6673473725
-9.01901901901902,2511879.6987715485
-8.998998998999,2563788.304648756
-8.97897897897898,2609409.6345526325
-8.95895895895896,2648741.1762093036
-8.93893893893894,2681784.8360314504
-8.91891891891892,2708549.80377789
-8.8988988988989,2729055.1747344383
-8.87887887887888,2743332.307155428
-8.85885885885886,2751426.897063032
-8.83883883883884,2753400.7568252455
-8.81881881881882,2749333.288177556
-8.7987987987988,2739322.6444756775
-8.77877877877878,2723486.580928798
-8.75875875875876,2701962.995329345
-8.73873873873874,2674910.165335491
