target,x1,x2
-4.979496103238982,-3.0,-3.0
-4.423840668067386,-2.9393939393939394,-3.0
-4.846195929692865,-2.878787878787879,-3.0
-4.611387182861879,-2.8181818181818183,-3.0
-5.1736139377384935,-2.757575757575758,-3.0
-4.695090051886719,-2.696969696969697,-3.0
-4.713405621025415,-2.6363636363636362,-3.0
-5.101752000284657,-2.5757575757575757,-3.0
-4.85918128680909,-2.515151515151515,-3.0
-4.816565677396368,-2.4545454545454546,-3.0
-4.62030137455371,-2.393939393939394,-3.0
-4.5977582728351845,-2.333333333333333,-3.0
-4.29557594296535,-2.2727272727272725,-3.0
-4.537898841486877,-2.212121212121212,-3.0
-5.192765996755208,-2.1515151515151514,-3.0
-4.237237976388275,-2.090909090909091,-3.0
-5.110570196064631,-2.0303030303030303,-3.0
-4.727782341815799,-1.9696969696969697,-3.0
-4.970962844357074,-1.9090909090909092,-3.0
-4.470159887717697,-1.8484848484848484,-3.0
-5.188509138528262,-1.7878787878787878,-3.0
-4.635766098218054,-1.7272727272727273,-3.0
-4.523787092387153,-1.6666666666666665,-3.0
-3.8539298815143264,-1.606060606060606,-3.0
-4.449356803655347,-1.5454545454545454,-3.0
-4.391617942461245,-1.4848484848484849,-3.0
-3.978093960861962,-1.4242424242424243,-3.0
-4.115334915393856,-1.3636363636363635,-3.0
-4.701251786236692,-1.303030303030303,-3.0
-4.368165467601227,-1.2424242424242424,-3.0
-4.149981494843999,-1.1818181818181817,-3.0
-4.547386712494807,-1.121212121212121,-3.0
-4.7985244319325435,-1.0606060606060606,-3.0
-4.873100540763081,-1.0,-3.0
-4.490037632692972,-0.9393939393939394,-3.0
-4.663449271418396,-0.8787878787878789,-3.0
-3.636628095278138,-0.8181818181818183,-3.0
-3.2914475995010846,-0.7575757575757573,-3.0
-4.753603982879269,-0.6969696969696968,-3.0
-3.6379299062277055,-0.6363636363636362,-3.0
-2.8853365436916567,-0.5757575757575757,-3.0
-4.398736108845175,-0.5151515151515151,-3.0
-4.679840666674118,-0.4545454545454546,-3.0
-4.208013515115974,-0.39393939393939403,-3.0
-3.787356755223853,-0.33333333333333304,-3.0
-3.617688058308486,-0.2727272727272725,-3.0
-3.416400624172077,-0.21212121212121193,-3.0
-3.649502790994668,-0.15151515151515138,-3.0
-3.5112255653937994,-0.09090909090909083,-3.0
-3.088944435653028,-0.030303030303030276,-3.0
-3.598778552186233,0.030303030303030276,-3.0
-3.2016834267095953,0.09090909090909083,-3.0
-3.6205788025562295,0.15151515151515138,-3.0
-3.18739099841528,0.21212121212121238,-3.0
-2.9088748969049116,0.27272727272727293,-3.0
-3.3238339512451684,0.3333333333333335,-3.0
-2.873234441274162,0.39393939393939403,-3.0
-2.988310085526726,0.4545454545454546,-3.0
-2.9316900838102287,0.5151515151515151,-3.0
-2.443486013986707,0.5757575757575757,-3.0
-2.309636211765279,0.6363636363636367,-3.0
-1.6095652366799826,0.6969696969696972,-3.0
-1.9512212393525035,0.7575757575757578,-3.0
-1.6021463541393406,0.8181818181818183,-3.0
-1.5059758618105887,0.8787878787878789,-3.0
-1.0957470298598533,0.9393939393939394,-3.0
-0.7521440600499685,1.0,-3.0
-0.6495485030905682,1.0606060606060606,-3.0
-0.3441842354972309,1.121212121212121,-3.0
-0.052450320140488366,1.1818181818181817,-3.0
0.22594882087397702,1.2424242424242422,-3.0
0.6354670011427693,1.3030303030303028,-3.0
0.9660113620649683,1.3636363636363633,-3.0
1.2208662201252343,1.4242424242424248,-3.0
1.738457427275924,1.4848484848484853,-3.0
2.337814217386124,1.5454545454545459,-3.0
2.5738476469289413,1.6060606060606064,-3.0
2.6617452680480365,1.666666666666667,-3.0
3.4688053848449565,1.7272727272727275,-3.0
3.0797188372563395,1.787878787878788,-3.0
4.9953734522741335,1.8484848484848486,-3.0
4.8034898794782475,1.9090909090909092,-3.0
6.232200243465938,1.9696969696969697,-3.0
5.519714884448294,2.0303030303030303,-3.0
7.2256269302511695,2.090909090909091,-3.0
7.098852841584467,2.1515151515151514,-3.0
8.523463441595597,2.212121212121212,-3.0
8.2807018074128,2.2727272727272725,-3.0
10.126751334368642,2.333333333333334,-3.0
12.736760659536852,2.3939393939393945,-3.0
14.654206909612409,2.454545454545455,-3.0
13.631236407778504,2.5151515151515156,-3.0
14.10974167667714,2.575757575757576,-3.0
16.709823762988105,2.6363636363636367,-3.0
17.358477496492508,2.6969696969696972,-3.0
22.11441657964421,2.757575757575758,-3.0
16.338341732991843,2.8181818181818183,-3.0
20.762556000276728,2.878787878787879,-3.0
26.068662823679254,2.9393939393939394,-3.0
25.67352849659355,3.0,-3.0
-4.824246533669894,-3.0,-2.9393939393939394
-4.461971604222689,-2.9393939393939394,-2.9393939393939394
-5.046799193543712,-2.878787878787879,-2.9393939393939394
-5.384855618421104,-2.8181818181818183,-2.9393939393939394
-4.821022431690486,-2.757575757575758,-2.9393939393939394
-5.666124452166261,-2.696969696969697,-2.9393939393939394
-5.675139053366113,-2.6363636363636362,-2.9393939393939394
-4.760499242951629,-2.5757575757575757,-2.9393939393939394
-4.28085353551733,-2.515151515151515,-2.9393939393939394
-4.931292542117433,-2.4545454545454546,-2.9393939393939394
-4.647742936582335,-2.393939393939394,-2.9393939393939394
-4.808513129974456,-2.333333333333333,-2.9393939393939394
-4.880155033387397,-2.2727272727272725,-2.9393939393939394
-4.961021078153102,-2.212121212121212,-2.9393939393939394
-5.316728345326832,-2.1515151515151514,-2.9393939393939394
-5.127405989309618,-2.090909090909091,-2.9393939393939394
-4.997823311852724,-2.0303030303030303,-2.9393939393939394
-4.333620901284832,-1.9696969696969697,-2.9393939393939394
-4.291944253002376,-1.9090909090909092,-2.9393939393939394
-4.164173904623271,-1.8484848484848484,-2.9393939393939394
-4.663895834243952,-1.7878787878787878,-2.9393939393939394
-5.249044019252963,-1.7272727272727273,-2.9393939393939394
-5.117554569464257,-1.6666666666666665,-2.9393939393939394
-4.014982251892291,-1.606060606060606,-2.9393939393939394
-4.495360934160689,-1.5454545454545454,-2.9393939393939394
-4.431334618832291,-1.4848484848484849,-2.9393939393939394
-4.128506002419854,-1.4242424242424243,-2.9393939393939394
-4.483766204815901,-1.3636363636363635,-2.9393939393939394
-4.992698195649517,-1.303030303030303,-2.9393939393939394
-4.452351674340924,-1.2424242424242424,-2.9393939393939394
-4.791819460456191,-1.1818181818181817,-2.9393939393939394
-3.8055704222275955,-1.121212121212121,-2.9393939393939394
-5.464100859064105,-1.0606060606060606,-2.9393939393939394
-3.9988170023675527,-1.0,-2.9393939393939394
-4.032965699310514,-0.9393939393939394,-2.9393939393939394
-4.023394054072804,-0.8787878787878789,-2.9393939393939394
-4.083197759031543,-0.8181818181818183,-2.9393939393939394
-4.11795291854409,-0.7575757575757573,-2.9393939393939394
-4.336226555891426,-0.6969696969696968,-2.9393939393939394
-4.076735071543168,-0.6363636363636362,-2.9393939393939394
-4.92154739688859,-0.5757575757575757,-2.9393939393939394
-3.714272301477966,-0.5151515151515151,-2.9393939393939394
-3.8853791607144776,-0.4545454545454546,-2.9393939393939394
-3.748113256327342,-0.39393939393939403,-2.9393939393939394
-3.5758664741128925,-0.33333333333333304,-2.9393939393939394
-3.9780957193086,-0.2727272727272725,-2.9393939393939394
-3.185976619689616,-0.21212121212121193,-2.9393939393939394
-3.3694637353186954,-0.15151515151515138,-2.9393939393939394
-3.3729886585112774,-0.09090909090909083,-2.9393939393939394
-3.456107779880701,-0.030303030303030276,-2.9393939393939394
-3.252694236065825,0.030303030303030276,-2.9393939393939394
-3.6673563670024407,0.09090909090909083,-2.9393939393939394
-3.074697551464332,0.15151515151515138,-2.9393939393939394
-3.0269968772005873,0.21212121212121238,-2.9393939393939394
-2.88884432706745,0.27272727272727293,-2.9393939393939394
-2.976080156547378,0.3333333333333335,-2.9393939393939394
-2.91689447616319,0.39393939393939403,-2.9393939393939394
-2.654838093315228,0.4545454545454546,-2.9393939393939394
-2.354084141494723,0.5151515151515151,-2.9393939393939394
-2.1208292365062875,0.5757575757575757,-2.9393939393939394
-2.1886878167189474,0.6363636363636367,-2.9393939393939394
-2.0443039827665777,0.6969696969696972,-2.9393939393939394
-1.5627763826107146,0.7575757575757578,-2.9393939393939394
-1.478934922619408,0.8181818181818183,-2.9393939393939394
-1.3581357306803548,0.8787878787878789,-2.9393939393939394
-1.2902169001736339,0.9393939393939394,-2.9393939393939394
-0.670633244278374,1.0,-2.9393939393939394
-0.5930311968587801,1.0606060606060606,-2.9393939393939394
-0.2555664354300092,1.121212121212121,-2.9393939393939394
-0.007103248018100971,1.1818181818181817,-2.9393939393939394
0.3166637616041278,1.2424242424242422,-2.9393939393939394
0.49352692469510684,1.3030303030303028,-2.9393939393939394
0.9848853795396366,1.3636363636363633,-2.9393939393939394
1.3779073924941998,1.4242424242424248,-2.9393939393939394
2.100620709183171,1.4848484848484853,-2.9393939393939394
2.009134105220025,1.5454545454545459,-2.9393939393939394
2.516431306635122,1.6060606060606064,-2.9393939393939394
3.264072760554467,1.666666666666667,-2.9393939393939394
3.1989918514395477,1.7272727272727275,-2.9393939393939394
3.79671305437324,1.787878787878788,-2.9393939393939394
4.184766953499944,1.8484848484848486,-2.9393939393939394
4.365965874002271,1.9090909090909092,-2.9393939393939394
6.109161121732619,1.9696969696969697,-2.9393939393939394
6.725082394045895,2.0303030303030303,-2.9393939393939394
5.970341710213605,2.090909090909091,-2.9393939393939394
8.02062740450346,2.1515151515151514,-2.9393939393939394
9.425928688761662,2.212121212121212,-2.9393939393939394
7.323813863857717,2.2727272727272725,-2.9393939393939394
12.283607073947813,2.333333333333334,-2.9393939393939394
10.67125986399093,2.3939393939393945,-2.9393939393939394
13.466073470548153,2.454545454545455,-2.9393939393939394
13.648353360347379,2.5151515151515156,-2.9393939393939394
14.991086988920024,2.575757575757576,-2.9393939393939394
15.553102531210229,2.6363636363636367,-2.9393939393939394
15.954122410474653,2.6969696969696972,-2.9393939393939394
19.563536469866683,2.757575757575758,-2.9393939393939394
24.051090449187953,2.8181818181818183,-2.9393939393939394
22.45661352315225,2.878787878787879,-2.9393939393939394
24.20246194745033,2.9393939393939394,-2.9393939393939394
27.2840011402125,3.0,-2.9393939393939394
-4.862713262374756,-3.0,-2.878787878787879
-5.147393511091985,-2.9393939393939394,-2.878787878787879
-4.99278840803653,-2.878787878787879,-2.878787878787879
-5.008942788832644,-2.8181818181818183,-2.878787878787879
-4.218683202498118,-2.757575757575758,-2.878787878787879
-4.605939556725615,-2.696969696969697,-2.878787878787879
-4.802711608455095,-2.6363636363636362,-2.878787878787879
-4.466550387733036,-2.5757575757575757,-2.878787878787879
-5.115010894803084,-2.515151515151515,-2.878787878787879
-4.302793566091473,-2.4545454545454546,-2.878787878787879
-3.727107485999048,-2.393939393939394,-2.878787878787879
-4.028206678982029,-2.333333333333333,-2.878787878787879
-4.212328963002728,-2.2727272727272725,-2.878787878787879
-4.468165591079074,-2.212121212121212,-2.878787878787879
-4.989046295911496,-2.1515151515151514,-2.878787878787879
-4.351613325135139,-2.090909090909091,-2.878787878787879
-5.050089141249985,-2.0303030303030303,-2.878787878787879
-5.074503003323857,-1.9696969696969697,-2.878787878787879
-5.43899052940055,-1.9090909090909092,-2.878787878787879
-4.487828627154195,-1.8484848484848484,-2.878787878787879
-4.59945064918955,-1.7878787878787878,-2.878787878787879
-4.891220049743788,-1.7272727272727273,-2.878787878787879
-4.828882716674196,-1.6666666666666665,-2.878787878787879
-4.695331838024053,-1.606060606060606,-2.878787878787879
-4.410633377119795,-1.5454545454545454,-2.878787878787879
-4.510471440978736,-1.4848484848484849,-2.878787878787879
-4.932483864618696,-1.4242424242424243,-2.878787878787879
-4.643585293162756,-1.3636363636363635,-2.878787878787879
-4.723212255570065,-1.303030303030303,-2.878787878787879
