target,feature
-0.7630545260909158,-1.0
-0.5297180306986045,-0.8947368421052632
-0.34946693027293674,-0.7894736842105263
-0.21470687842196326,-0.6842105263157895
-0.11882900158968494,-0.5789473684210527
-0.056456141974589626,-0.4736842105263158
-0.021346874453853953,-0.368421052631579
-0.00556633021746846,-0.26315789473684215
-0.0006983376365693191,-0.1578947368421053
-8.05079863286758e-06,-0.052631578947368474
-7.246424230892655e-06,0.05263157894736836
-0.0005092368498222077,0.1578947368421053
-0.003288462727429313,0.26315789473684204
-0.010217104504927644,0.36842105263157876
-0.021891439443778853,0.4736842105263157
-0.037329756179622316,0.5789473684210527
-0.05464472513497111,0.6842105263157894
-0.07205729515977048,0.7894736842105261
-0.08848837285509069,0.894736842105263
-0.1032682004134934,1.0
