target,feature
-7.347880794884119e-17,-1.0
-0.16486762287985826,-0.8947368421052632
-0.22959479982773615,-0.7894736842105263
-0.18797452494498545,-0.6842105263157895
-0.08266454721170224,-0.5789473684210527
0.023389757566209573,-0.4736842105263158
0.08131685328492506,-0.368421052631579
0.07867772313210553,-0.26315789473684215
0.039655254233488216,-0.1578947368421053
0.005126833724284486,-0.052631578947368474
0.005126833724284466,0.05263157894736836
0.039655254233488216,0.1578947368421053
0.0786777231321055,0.26315789473684204
0.08131685328492512,0.36842105263157876
0.023389757566209632,0.4736842105263157
-0.08266454721170224,0.5789473684210527
-0.18797452494498543,0.6842105263157894
-0.22959479982773615,0.7894736842105261
-0.16486762287985843,0.894736842105263
-7.347880794884119e-17,1.0
